hERG_IC50,hERG_h,hERG_Bmax
13.47,1.289,99
12.18,1.443,97.24
12.76,1.312,99
9.434,1.758,84.78
10.95,1.338,92.58
12.87,1.267,95.9
12.6,1.463,99
10.33,1.456,90.73
8.274,1.748,80.49
9.102,1.623,83.82
11.87,1.248,97.17
13.86,1.347,99
10.43,1.534,88.83
9.995,1.496,93.09
12.52,1.223,96.32
10.4,1.463,87.23
8.965,1.608,84.6
13.17,1.378,99
13.93,1.235,99
13.38,1.314,99
13.7,1.295,99
7.481,1.971,76.67
13.04,1.38,99
8.731,1.501,84.05
13.58,1.291,99
12.99,1.234,99
12.75,1.318,99
10.8,1.465,90.04
12.96,1.391,99
13.85,1.283,99
13.28,1.248,99
12.36,1.398,99
12.66,1.32,98.13
11.08,1.387,93.23
10.9,1.474,89.71
12.46,1.333,99
14.55,1.259,99
13.5,1.38,99
7.95,1.848,81.46
13.64,1.356,99
10.36,1.437,88.67
12.33,1.233,99
13.62,1.308,99
11.14,1.302,91.97
14.66,1.194,99
13.54,1.286,99
9.045,1.435,85.74
9.582,1.449,84.99
13.29,1.267,99
9.204,1.637,84.14
11.45,1.291,94.71
8.079,1.755,79.89
11.2,1.322,94.05
9.776,1.5,85.65
11.41,1.366,96.6
10.85,1.479,88.29
9.155,1.556,82.52
7.945,1.916,80.65
8.042,1.678,80.57
13.05,1.304,99
13.16,1.352,99
12.73,1.273,99
12.53,1.43,99
13.92,1.315,99
12.11,1.305,94.18
10.14,1.553,86.96
10.3,1.338,90.77
8.305,1.98,76.64
9.297,1.672,85.62
9.855,1.538,87.22
8.038,1.781,81.72
9.655,1.539,84.26
14.28,1.305,99
13.97,1.267,99
12.49,1.471,95.15
13.29,1.248,95.37
12.4,1.29,98.35
12.03,1.443,99
13.59,1.291,99
10.67,1.27,89.16
11.31,1.409,93.17
9.382,1.618,81.68
12.82,1.378,93.76
10.78,1.574,90
10.5,1.547,87.38
12.32,1.279,96.01
9.392,1.518,91.8
8.568,1.657,81.75
8.708,1.689,85.16
12.66,1.292,99
13.05,1.397,99
11.65,1.424,93.51
10.04,1.593,89.38
14.42,1.283,99
13.52,1.162,99
11.5,1.417,95.17
