ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
393,1.555,277200000,1.144,1322,0.9225,2782000,1.555,249100,1.512,1720000,1.447,12.35,1.417
1473000,1.478,5581,0.9292,30770,1.632,1.308e+09,0.6872,1620,1.176,242000,1.178,12.36,1.382
3631,1.354,3433,1.276,1498000,1.696,2.38e+09,0.556,491.2,1.766,13190,0.9712,14.54,1.185
1.26e+09,0.7249,2111000,1.152,1006000,0.5464,823.2,1.636,9706,0.5715,993500,1.546,11.93,1.305
1829000,0.6704,74450000,0.9882,6656000,1.051,9787,1.084,25700,0.5191,395900000,0.762,17.95,0.984
32370000,1.077,2.38e+08,1.474,54420000,0.5575,5.559e+09,1.411,7572,1.522,618900000,0.5746,13.51,1.524
90490,1.189,52290000,1.363,6155,0.6235,2.535e+09,1.286,664,1.345,25730,1.388,19.99,1.218
128800,1.289,20580000,1.541,17330000,0.5854,127900,1.111,14890,0.8762,9068,0.9095,13.25,1.369
1.87e+08,1.156,181800000,1.191,187400,1.654,96270,1.758,114500000,1.593,1092,1.674,13.21,1.568
200700,1.723,293800000,0.928,9097000,1.731,1208,1.973,5.992e+09,1.868,673800,1.864,12.95,1.573
157600000,0.8637,26830000,1.781,7.91e+08,0.751,34890,1.042,8.511e+09,1.173,68050,1.109,12.7,1.739
269500000,1.669,37930,1.567,1513000,0.9498,22610000,1.157,480500,1.217,2962,1.64,18.7,1.189
5835000,0.5218,3.097e+09,0.97,61320000,0.5248,163500000,1.854,6.68e+09,0.9324,1.616e+09,0.8811,8.501,1.136
423500000,1.962,957700,0.8444,8297000,1.464,52510,1.131,8.213e+09,1.007,740800000,1.923,13.58,1.111
120600,1.572,18940,1.806,393500000,1.601,365300000,1.313,207000,1.016,2946000,0.9851,11.51,1.507
85160,1.442,1.692e+09,1.897,316200000,1.746,3845,1.944,707100,1.217,66770000,0.5195,13.02,1.397
687600000,1.632,3.557e+09,1.426,3727000,1.559,1192000,0.6919,65760000,0.8511,37240000,0.6,11.42,0.8667
2062,1.028,95380000,0.8691,6823,1.564,16570000,1.905,34340,1.844,40720000,0.852,13.47,1.222
4030,1.459,8.497e+09,1.561,5.559e+09,0.7787,10240,0.8797,361300000,1.269,710500,1.836,11.96,1.084
7164000,0.9856,10730000,1.735,21630000,1.446,40350,0.6197,593500000,1.436,4.751e+09,1.861,11.7,1.337
61760000,1.908,69860,1.685,18280000,1.4,1039000,1.677,96420,0.99,4.225e+09,1.578,14.59,1.278
