ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
202500000,1.189,19250,1.846,6059,1.912
2515000,0.93,16690,1.965,5862,1.802
33970000,1.774,19510,1.737,6611,1.657
1.402e+09,1.856,22210,1.407,5438,1.791
16850000,0.7742,17630,1.882,5382,1.765
210000,1.284,21250,1.455,7020,1.67
3.241e+09,1.228,19620,1.466,6711,1.875
30630000,1.145,25500,1.247,6391,1.947
190900,1.829,29010,1.017,8109,1.868
1657000,2,20660,1.677,5065,1.661
19760000,1.073,18060,1.68,6555,1.836
61260000,1.541,17140,1.942,7317,1.996
4.187e+09,1.417,22350,1.331,7077,1.892
15940000,1.279,19310,1.631,7157,1.877
4.838e+09,1.281,24420,1.126,7429,1.866
3.307e+09,1.152,25830,1.236,7321,1.966
5.602e+09,0.5896,28120,1.142,7088,1.772
24060000,0.8458,19070,1.714,6534,1.771
463300,1.934,17700,1.733,7077,1.868
5224000,1.844,23900,1.125,6975,1.635
320500,1.282,17270,1.778,6078,1.95
518800000,0.7781,17650,1.963,7595,1.354
525200000,1.251,18620,1.658,7982,1.546
448500000,1.822,23740,1.135,7518,1.46
70940000,0.7533,22490,1.284,6353,1.45
1330000,0.7818,19420,1.669,7251,1.934
1.865e+09,1.934,19960,1.547,5193,1.618
369400000,1.234,21180,1.347,6460,1.796
8.21e+09,1.1,18580,1.618,5621,1.785
1.256e+09,0.7544,20030,1.6,7985,1.588
1893000,1.074,22890,1.296,5610,1.561
11610000,1.251,20560,1.619,6915,1.655
4.01e+08,1.484,17720,1.919,5638,1.892
3013000,1.284,17610,1.977,6875,1.662
139200000,1.684,21240,1.455,6511,1.873
40480000,1.384,20770,1.548,5412,1.921
13140000,1.923,22330,1.374,6006,1.805
9057000,0.7217,20760,1.495,7007,1.836
1.975e+09,0.5571,21340,1.393,7557,1.744
61380000,1.358,23030,1.39,7481,1.757
20770000,0.9986,23750,1.239,6899,1.75
107800000,0.7367,17530,1.726,8166,1.989
150500000,1.25,20470,1.506,7440,1.77
12860000,1.939,22600,1.256,7429,1.803
284700000,0.8717,21090,1.348,6290,1.365
6605000,1.334,18750,1.807,6715,1.531
