ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
9.584,0.5116,44420,1.843,8442,1.801
6.954,0.5142,44760,1.786,7804,1.711
7.986,0.5544,44610,1.926,6628,1.609
8.595,0.5179,45020,1.75,7370,1.589
9.58,0.5112,46490,1.959,7426,1.829
10.15,0.5082,46900,1.984,8212,1.971
8.232,0.5253,46840,1.953,6826,1.76
8.488,0.5525,45730,1.887,8615,1.679
8.648,0.5162,46700,1.901,8505,1.675
7.108,0.5027,48380,1.883,8286,1.823
11.25,0.5347,47190,1.872,7943,1.876
8.022,0.5096,46120,1.72,7052,1.94
7.854,0.5409,43450,1.931,5897,1.281
8.98,0.5347,49690,1.647,9774,1.46
9.407,0.5442,49350,1.869,7305,1.749
13.68,0.5055,48440,1.941,8589,1.648
9.401,0.506,49340,1.88,6899,1.919
8.376,0.5039,45610,1.804,8529,1.677
7.856,0.5072,47520,1.851,8019,1.792
8.9,0.5155,45190,1.757,10190,1.499
8.161,0.5108,45440,1.995,6364,1.71
7.25,0.5119,46290,1.96,7994,1.988
8.962,0.5143,45590,1.91,7554,1.769
8.758,0.5311,46030,1.983,7472,1.74
8.324,0.5045,47650,1.966,7092,1.787
9.969,0.508,47800,1.754,7947,1.814
8.599,0.5786,45290,1.99,7555,1.797
6.679,0.5177,45100,1.652,6902,1.789
7.085,0.5208,45950,1.879,7686,2
9.062,0.541,45410,1.872,7722,1.812
7.961,0.5242,45860,1.903,8751,1.761
8.777,0.5175,47980,1.89,7724,1.952
7.467,0.507,49160,1.958,8970,1.809
8.635,0.519,47180,1.875,8409,1.878
7.599,0.508,46680,1.953,7114,1.431
11.18,0.5101,43920,1.97,9112,1.902
8.535,0.5053,48130,1.859,8208,1.975
7.802,0.5076,44680,1.956,7538,1.399
10.22,0.5087,46750,1.886,8414,1.853
7.305,0.5467,48540,1.845,8617,1.995
7.025,0.5238,45640,1.985,8309,1.704
9.499,0.501,48990,1.829,8772,1.931
8.068,0.5134,48640,1.715,7993,1.713
6.853,0.5012,46110,1.954,7669,1.903
7.758,0.5136,47910,1.822,7323,1.815
8.672,0.5044,49970,1.366,6877,1.383
7.852,0.5634,47490,1.869,7302,1.258
7.153,0.5383,47890,1.84,5202,1.153
9.644,0.503,47690,1.99,6211,1.576
7.701,0.5282,45880,1.892,5967,1.126
7.616,0.5135,45970,1.73,5147,0.8614
8.165,0.5167,48130,1.941,8252,1.755
8.412,0.5524,46110,1.94,7245,1.491
7.26,0.5777,48380,1.849,7854,1.119
7.091,0.5275,50910,1.869,8340,1.29
8.407,0.5101,46040,1.766,6679,1.693
