ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
1097000,0.7431,911300000,1.561,4913,1.342,81.85,1.065
216200,1.06,1116000,0.8347,4820,1.058,66.56,0.9138
8.496e+09,0.5316,17440000,0.8454,4161,1.75,80.09,0.9964
7.959e+09,1.026,1878000,1.76,5101,0.946,82.47,1.167
31650000,1.66,3.324e+09,1.481,4443,1.064,82.58,1.102
3850000,1.356,1129000,1.103,9095,1.272,84.83,1.129
3977000,1.716,453500000,1.5,3299,1.145,76.22,1.338
59040000,0.601,94410,1.768,7409,1.012,65.09,1.102
17410,1.325,274100,1.056,4281,1.208,102.3,1.129
266000,1.444,871100000,1.257,3465,1.427,86.64,1.412
312400000,0.7401,1.413e+09,0.5306,4489,1.31,63.33,0.8861
21700000,0.5343,63010000,0.5284,6262,0.7488,68.3,1.276
51300,1.262,3.21e+09,1.893,6794,0.7706,87.24,1.121
856400,0.8586,9.314e+09,1.891,2763,1.957,91.94,1.267
92700000,0.9298,150500,1.971,4466,1.267,73.77,1.088
7393000,1.529,193200000,1.112,9358,0.8185,76.24,1.107
140300000,1.866,187000,0.8984,4124,1.412,69.06,1.103
1.818e+09,1.489,103300000,1.553,4879,1.257,67.76,1.068
72410,1.936,43070000,1.211,3585,1.29,78.92,1.033
365600,1.701,4.13e+09,1.952,38140,0.5729,76.22,1.146
291300000,1.89,7.61e+08,1.693,20280,0.6321,78.12,0.9411
91030,0.9639,519600000,0.755,5696,0.9304,93.63,1.143
109400,1.548,517200000,0.7411,3667,1.985,82.64,1.048
26410000,1.035,2134000,1.895,5712,0.87,81.78,0.9989
2.44e+08,1.078,23860000,1.413,9633,0.7833,102.1,1.288
103300000,1.188,1.036e+09,0.5867,2769,1.87,72.69,1.296
2.36e+08,1.143,1.83e+08,0.7761,8997,1.207,69.37,0.9237
277200000,1.686,6.745e+09,1.541,4340,0.8215,68.4,1.08
12180000,1.328,4784000,0.9928,3855,1.303,79.54,1.118
2.534e+09,1.404,1554000,1.359,3954,1.406,77.74,1.229
41890000,1.412,8405000,1.584,6789,1.121,69.71,1.19
9.598e+09,0.8363,61440000,0.7799,3411,1.937,88.32,1.062
1.443e+09,0.6506,2.72e+08,0.8401,8405,0.9571,79.28,1.321
129400,1.741,238700,0.8979,2965,1.392,77.63,1.035
2.147e+09,1.172,7354000,1.738,3580,1.125,62.54,1.198
63830000,0.7787,14320,1.562,8083,1.104,65.55,1.054
3.155e+09,1.308,400200000,0.5944,6632,0.8937,77.2,0.9803
