ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
8094,0.9126,8526,1.112,691.1,1.157,46.7,1.082
5753,1.191,7280,1.366,499,1.149,39.46,1.186
8121,1.266,8065,1.155,388.2,0.9258,41.5,1.147
6407,0.9393,8603,1.178,618.8,0.9253,47.32,1.079
5781,0.9135,9877,1.176,429.6,0.7904,46.21,1.185
5208,1.017,7088,0.9504,508.1,1.221,40.36,1.006
4801,0.9503,10470,0.9477,418.1,1.045,47.58,1.069
10420,0.9934,10410,0.9246,728.8,1.768,46.32,1.048
9172,1.605,7663,1.392,634.4,1.329,47.81,1.082
7980,0.8369,9756,1.521,503.5,1.186,44.72,1.177
9073,0.8288,6772,1.152,487.4,1.13,40.34,1.14
5971,1.236,8515,1.669,406.6,1.221,40.07,1.072
5977,1.193,7789,1.5,343.2,1.05,37.6,1.083
6501,0.8674,12250,1.526,561.1,0.9167,47.86,1.208
6759,1.178,8223,1.101,778,0.9861,42.87,1.261
9500,0.9579,7715,1.191,609.5,1.176,39.76,1.176
7698,0.9932,7665,0.8302,674.5,0.954,42.03,1.028
9133,1.132,7767,1.255,663.6,1.266,42.38,1.369
6917,1.541,9963,1.395,530.2,0.9443,48.08,1.051
6247,1.236,10080,1.686,431.7,0.869,47.64,1.125
8277,1.087,9315,1.281,504.3,1.125,43.5,1.167
6437,0.8226,8937,1.365,427,0.8718,43.63,1.131
5767,1.209,6450,0.992,603.8,1.162,36.47,1.075
9461,0.9904,6995,1.324,485.5,1.037,37.01,1.092
6749,0.9073,8540,1.185,581.3,0.9697,42.62,1.114
7016,0.9783,8190,1.2,633.7,1.079,43.39,1.181
10050,1.36,11390,1.075,576.9,1.231,42.44,1.212
5261,0.9981,9297,1.196,393.1,0.9835,44.26,1.116
3932,0.9293,9352,1.141,566,1.241,42.09,1.205
6989,0.7878,7902,1.186,573,0.9875,42.66,1.11
10270,0.5918,6491,1.372,625.4,0.6125,48.38,1.099
6157,0.8715,9219,0.9755,417.8,1.248,42.19,0.9903
7377,0.8354,7298,0.8848,604.6,1.322,46.7,1.097
5914,1.175,9096,1.201,630.7,0.9871,44.74,1.131
5943,1.146,6848,1.114,657.6,0.9413,46.28,1.241
6678,1.063,8054,1.421,618.6,1.231,38.45,1.136
9164,0.8591,6226,1.026,754.4,0.9179,42.54,1.145
8565,0.8213,7230,1.161,499.4,1.289,39.83,1.279
7166,0.7626,8009,1.011,604.5,1.028,39.29,1.11
7494,0.8451,12080,1.918,475.9,1.364,41.59,1.127
6596,1.028,8406,1.296,655.4,1.537,42.94,1.122
8599,0.7923,9058,0.9917,440.8,1.504,42.03,1.116
6067,0.5729,7571,1.354,758.5,1.125,43.5,1.135
5912,0.9351,8241,1.112,295,0.6522,42.22,1.131
4206,0.7989,7651,0.8847,312.1,0.8191,40.3,1.088
5109,1.013,10380,0.9164,429.6,1.134,47.76,1.092
7305,0.8913,7688,0.987,428.7,1.147,44.67,1.095
5793,1.108,7413,1.107,811.9,1.286,42.22,1.176
7951,1.145,7304,0.8734,711.8,1.668,40.48,1.052
5283,1.017,7178,0.9461,503.1,1.067,40.74,1.182
10480,0.7492,6125,0.904,460.6,0.8902,44.71,1.197
10580,1.292,9187,1.177,520.6,1.046,41.64,1.179
12880,0.7135,8529,1.037,732.6,1.109,45.61,1.18
7301,1.354,8653,0.9569,492.3,1.057,45.3,1.119
7294,1.089,7441,1.176,558.5,0.8639,42.58,1.193
8479,0.9844,9325,1.698,534.2,1.366,44.41,1.196
6788,0.7177,7533,0.9616,451.2,1.048,43.33,1.095
5236,0.9364,7079,1.177,493.6,0.9196,45.88,1.054
9515,1.09,9115,1.447,513.4,1.023,46.48,1.246
9778,0.8027,11230,1.455,655.7,1.247,37.59,1.133
9009,1.046,12780,0.8476,517.5,0.7817,39.13,0.9495
9687,1.198,6935,0.8523,611.7,0.9582,36.86,1.171
8347,0.6969,8457,1.101,544.3,1.077,40,1.158
8411,0.6186,6849,1.088,526.7,0.7416,41.18,1.19
5420,0.7205,7629,1.059,521.7,1.126,44.76,1.26
9510,0.8574,9684,1.035,589.3,1.08,37.83,1.104
8544,0.8764,9028,0.9746,584.8,1.26,43.88,1.072
