Kmax,Ku,n,halfmax,Vhalf,slope
55.41,0.9834,0.9342,129200,-97.6,0.0004289
192.1,0.02218,0.8907,321600,-82.1,0.0005973
65.5,0.01733,0.9662,196900,-98.49,0.0003327
39.45,0.02272,0.9795,131500,-90.32,3e-04
38.82,0.01843,1.016,192100,-103.2,0.0002021
159900,0.02111,0.9239,335400000,-173.3,0.0004767
50.76,0.9998,0.9386,126500,-96.52,0.0004013
34.49,0.0342,0.9153,62280,-160.4,0.0005538
174.2,0.01508,0.9122,351000,-91.67,0.0004963
62.38,0.0219,0.9298,140200,-161,0.0004449
440500,0.02396,0.8248,3.74e+08,-99.66,0.001178
95180,0.01206,0.9187,187200000,-146.4,0.0005084
20.87,0.02943,1.203,484600,-106.1,4.307e-05
22.03,0.0306,1.1,214500,-156.1,0.0001027
32.2,0.04082,0.9079,55190,-86,0.0005834
121.2,0.9865,0.8669,149100,-158.8,0.0008129
85.53,0.02509,0.9308,182900,-117.2,0.0004676
111,0.0361,0.9773,365300,-155.3,0.0003039
59.18,0.01708,0.927,122100,-99.52,0.0004847
4587,0.04225,0.891,6640000,-171.7,0.0006908
146.3,0.02537,0.8362,138900,-91.82,0.001053
746900,0.02423,0.7605,366600000,-80.83,0.002037
44.82,0.9884,0.9661,126800,-155.3,0.0003535
94.25,0.01388,0.9817,353500,-83.94,0.0002666
68,0.02242,0.9187,129000,-90.74,0.0005271
93.29,0.0312,0.9742,306400,-153.1,0.0003045
71.37,0.02312,0.925,174200,-81.84,0.0004097
158.3,0.02295,0.8996,268300,-156.4,0.00059
26.8,0.01566,1.1,253200,-89.69,0.0001058
31.04,0.01616,1.023,151100,-90.93,0.0002054
280.6,0.008687,0.9038,488500,-82.49,0.0005744
66.94,0.01952,1.006,315200,-95.69,0.0002124
906.6,0.9574,0.8615,1096000,-171.1,0.0008272
86.5,0.01576,1.002,365500,-158.1,0.0002367
49.75,0.01698,1.031,270000,-160.3,0.0001843
37.95,0.01638,1.03,219800,-85.38,0.0001727
31.3,0.01969,0.9896,112300,-93.09,0.0002787
198.1,0.01222,0.9217,422000,-84.66,0.0004694
32.08,0.4933,0.9,54290,-85.42,0.0005909
