ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
1164000,0.6924,767300,1.371,9.923e+09,1.819,91010,1.117,6135,1.085,404800,0.693,3635,1.305
373100,1.352,608900,1.59,92760000,0.6463,79880,1.137,6062,1.096,621200,0.5044,3637,1.013
1.74e+08,1.873,224700,1.662,1623000,1.46,76610,1.279,5975,0.9396,476600,0.5929,3657,1.159
129500,1.325,127100000,1.13,1866000,1.229,85200,1.417,6280,0.963,1068000,0.5009,4109,1.266
114500000,1.614,917300,1.174,440500,1.333,70730,1.738,6304,1.005,1008000,0.5291,3189,1.1
384300,1.217,1445000,0.6785,2110000,1.708,77520,1.455,6305,1.082,327700,0.7159,4181,1.126
131600000,0.5752,263300,1.775,91010000,1.99,140900,0.9217,6038,1.018,701400,0.5282,3390,1.11
123700000,0.7961,1048000,1.946,4.625e+09,0.9076,91280,0.948,5451,1.143,464900,0.6656,3790,1.228
504000,0.8412,239800,1.689,566400000,1.492,89380,0.9849,5294,1.063,718800,0.5669,3484,1.05
707200,0.7592,575300000,0.9374,2050000,0.9218,77220,0.9788,6181,1.037,436700,0.6147,3269,1.297
330000,0.7524,60140000,1.013,30950000,1.698,70610,1.073,5891,1.02,706400,0.626,3527,1.081
831300,1.676,3817000,1.141,2.5e+08,1.821,93170,1.175,6145,0.9912,515400,0.6237,3364,1.134
571100,1.394,622000,1.149,6.014e+09,0.9968,80970,1.451,5330,0.9024,452700,0.6297,3116,1.092
574400,1.357,1613000,0.6065,179600000,1.112,81850,1.042,5811,0.9245,625200,0.5624,2355,0.8827
599100,0.921,2061000,0.7168,414800000,1.797,56570,1.24,5855,0.9706,612500,0.5581,3108,0.9885
221800000,1.717,4752000,0.6097,59660000,0.6443,74190,0.9281,6308,1.07,473900,0.6365,3518,1.22
3.691e+09,0.5766,2238000,0.658,1.024e+09,1.968,63170,1.29,6034,1.104,558300,0.5875,3681,1.201
