ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
4443,1.564,14190,1.152,3019,0.5201
4277,1.493,15560,0.9809,4701,0.6732
4681,1.619,13170,1.173,2811,0.656
4549,1.56,11610,1.211,3886,0.6515
5655,1.681,11840,1.158,4614,0.6485
5146,1.431,11750,1.184,3457,0.6193
4216,1.49,12790,0.9798,3968,0.7811
5288,1.531,13210,0.9934,5036,0.6466
4452,1.479,15630,1.011,3249,0.7965
4496,1.421,13610,1.219,2220,0.7184
5448,1.79,13520,1.069,3278,0.6811
5183,1.596,13510,1.05,3219,0.948
4943,1.636,13430,1.121,2898,0.8482
5184,1.964,13610,1.082,2758,0.9334
6498,1.904,13330,1.053,3411,0.6178
4479,1.361,13440,1.189,4313,0.7297
4870,1.792,14120,1.259,3221,0.6858
4442,1.794,13920,1.035,3926,0.5784
4412,1.515,13510,1.146,2496,0.5838
4404,1.815,14260,0.9944,4624,0.5897
5028,1.861,12670,1.183,3608,0.6274
5508,1.982,14200,1.227,3815,0.6619
4710,1.466,13770,1.253,1672,0.7577
4891,1.702,13650,1.195,2850,0.6496
4731,1.442,13900,1.141,4676,0.5345
4680,1.548,13840,1.168,1883,0.7929
5247,1.908,13940,1.197,2271,0.64
5559,1.743,13280,1.263,3343,0.9055
5723,1.7,13430,1.208,4365,0.7301
5176,1.469,14330,1.085,4312,0.7746
5169,1.756,13560,1.288,4192,0.7537
5448,1.895,12350,1.462,2736,0.6892
5833,1.931,13630,1.115,4661,0.5811
5092,1.447,14200,1.025,3081,0.8059
4454,1.412,12770,1.07,2197,0.6692
3382,1.41,13230,1.174,2677,0.8557
4513,1.412,12520,1.393,3563,0.6804
4155,1.514,12950,1.092,2769,0.7141
5415,1.914,13100,1.226,4251,0.7646
5364,1.831,14410,0.9428,2317,0.6128
6001,1.954,14300,1.179,3972,0.6411
6133,1.966,13430,1.224,4522,0.6811
5950,1.755,14030,1.05,3709,0.8143
5666,1.705,13610,1.008,3706,0.6807
4033,1.42,14780,0.8961,4311,0.8925
4384,1.586,12770,1.064,3585,0.7774
5173,1.938,12930,1.262,3454,0.8001
4455,1.681,13630,1.23,3870,0.6237
5280,1.89,13780,1.194,4980,0.5916
5358,1.798,13210,1.211,2470,0.7038
4647,1.613,13780,1.066,2950,0.591
4988,1.448,13090,1.097,2414,0.6955
4870,1.658,13710,0.9036,2450,0.7144
4553,1.743,13370,1.417,2597,0.7293
4150,1.633,13130,1.113,2760,0.6995
4209,1.56,12600,1.062,3126,0.7538
4428,1.561,12610,1.12,3497,0.524
3654,1.292,12420,1.151,4276,0.6396
5663,1.707,12780,1.337,3676,0.6561
4227,1.635,12640,1.06,2172,0.8497
5502,1.961,14430,1.175,2466,0.786
4973,1.842,15670,0.9948,3042,0.5402
5815,1.698,13770,1.312,3380,0.5623
5066,1.577,14100,1.067,2061,0.9786
4974,1.612,13040,1.456,3673,0.5923
4999,1.771,12710,1.406,5973,0.8165
4723,1.337,13220,1.444,5938,0.6366
4276,1.289,13590,1.012,2021,0.9855
5211,1.647,12350,1.568,3970,0.5257
4137,1.725,12720,1.337,2672,0.7167
4493,1.681,13530,1.113,3897,0.6867
4793,1.563,12790,1.079,5437,0.5345
4185,1.508,13490,1.239,2022,0.6814
4988,1.851,14490,1.098,4794,0.7578
5215,1.627,13150,1.498,4026,0.6133
4919,1.918,13620,1.209,4766,0.5271
5088,1.687,11880,1.22,4244,0.6286
5131,1.625,14220,0.9789,2899,0.6691
4650,1.707,14320,1.008,3958,0.6906
4938,1.735,12130,1.333,4471,0.5479
4781,1.643,15060,0.9172,4726,0.8576
4740,1.606,13800,1.103,5418,0.6424
4932,1.698,12400,1.3,2913,0.7255
4226,1.604,12420,1.152,3313,0.5877
4746,1.458,14050,1.037,3353,0.633
