ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
294.8,0.9552,43010,0.6991,8865,0.632
292,0.7183,10480,1.213,11490,0.5768
283.3,0.9383,45800,0.7031,12610,0.5349
256.2,1.039,23040,0.7905,14520,0.503
261.9,0.8591,7919,1.413,18870,0.5219
238.9,0.8048,7120,1.375,21720,0.5115
268.9,0.9284,6369,1.822,22840,0.5051
268.9,0.9072,39730,0.7788,11030,0.5437
259.5,0.9139,8017,1.275,13120,0.5128
257.8,0.8475,5600,1.655,12880,0.5298
279.5,0.9708,148100,0.5487,7102,0.6083
224,0.846,99220,0.6622,12950,0.5591
214.7,0.8002,29300,0.7852,5085,1.006
248.6,1.072,17860,1.118,18940,0.5215
229.5,0.849,12370,1.091,14630,0.5423
293.4,0.8159,7662,1.263,12280,0.5167
264.2,0.8635,7368,1.179,5942,0.6362
223.6,0.7454,34800,0.8501,26860,0.5275
275.9,0.9526,57530,0.6958,29380,0.5028
279.7,0.7627,70220,0.6698,17350,0.523
266,0.8706,13660,1.193,8186,0.6668
254.9,0.7075,20570,0.9644,18200,0.623
265.3,0.7977,24960,0.8273,6567,0.7266
244.6,0.6714,21610,0.8707,15600,0.5391
259.4,0.6758,30370,0.7404,13150,0.553
251.7,0.9013,7420,1.401,15400,0.5064
251.9,0.9984,6172,1.495,12100,0.54
286,0.8419,13850,1.236,10820,0.5066
253,0.7542,13980,1.049,13570,0.592
234.8,0.833,18080,1.142,17250,0.5608
289.5,0.8403,24510,0.7857,22070,0.5065
277,0.8357,6287,1.37,9403,0.5764
251.1,0.8843,30430,0.847,9780,0.5932
259,1.123,13770,1.125,14790,0.5005
253.9,0.8758,11430,1.138,17610,0.5006
224.9,0.9033,31660,0.793,11190,0.6178
215.8,0.8844,21750,0.865,12830,0.5076
285.4,0.7094,12730,0.9949,20210,0.5076
216.9,0.6813,23990,0.885,19460,0.5025
225.4,0.7644,14480,0.9803,16230,0.5209
242,0.8142,45820,0.8671,15570,0.5282
349.1,0.8012,7563,1.225,18280,0.5017
252,0.8673,5045,1.749,15900,0.5166
236.7,0.7668,10230,1.264,17850,0.5447
235.4,0.8051,5343,1.614,15230,0.5409
264,0.8741,43480,0.7531,17090,0.5409
260.2,0.761,6069,1.799,27950,0.5031
263.9,0.7903,6076,1.449,31730,0.5078
264.2,0.788,7118,1.333,27830,0.5165
228.3,1.086,7446,1.293,14380,0.5136
206.4,0.7393,4920,1.709,4911,0.7753
229.8,0.7739,4388,1.889,12060,0.6119
238.8,0.898,29120,0.8358,8650,0.6693
225.6,0.83,10110,1.281,12240,0.59
244.9,0.627,10640,1.109,14390,0.5972
311.9,0.9528,11110,1.089,17140,0.5061
295.3,0.8991,7267,1.517,17430,0.5157
247.4,1.002,5985,1.406,20700,0.5065
281.1,0.8476,11470,1.05,18160,0.5206
245,0.8898,13770,1.001,15290,0.5131
245.8,0.8533,18390,0.96,18500,0.5651
250.4,0.7981,37410,0.8423,16130,0.5675
245.5,0.7516,25720,0.8786,14880,0.5652
244.5,0.8245,23930,0.9932,23940,0.5228
296.9,0.9027,11720,1.128,24560,0.5117
289.1,0.8659,22420,0.9044,22630,0.5271
322.7,0.8043,38170,0.851,18770,0.5021
293.9,0.7788,21090,1.004,23870,0.5067
231.7,0.8321,13870,1.051,20200,0.5237
282.6,0.8921,8634,1.367,10550,0.5531
290.3,0.8618,7186,1.436,10600,0.5551
251.9,0.9348,13030,1.193,8284,0.5591
278,0.8881,31820,0.8027,11070,0.6104
293.8,0.9171,11470,1.189,7921,0.6259
251,0.8078,25930,0.9916,6240,0.7471
220,0.7789,17560,0.9641,6751,0.6308
249.8,0.8891,15820,1.004,8099,0.5878
249.6,0.8776,15800,0.9679,9870,0.6763
234,0.9695,14340,0.9611,5779,0.8444
240,0.9133,45300,0.7002,14120,0.5939
265.7,1.217,4659,1.468,11730,0.6052
269.3,1.011,27690,0.8641,19950,0.5443
295.7,0.77,32900,0.7963,9733,0.5531
315,0.7512,13520,1.098,12600,0.5172
273.6,0.6962,5983,1.548,10520,0.6104
276.6,0.8992,5059,1.765,10390,0.6064
258.5,0.911,9144,1.075,20970,0.5405
258,0.7541,33300,0.8168,17770,0.5654
257.8,0.7883,5293,1.554,16390,0.536
257.8,0.805,6990,1.6,13300,0.6117
293.6,0.9147,24740,0.9345,26570,0.5079
239.8,0.8277,8920,1.246,8164,0.6947
229,0.7977,31700,0.7739,7294,0.7611
210.2,0.7389,52840,0.6918,6771,0.6811
208.1,0.8061,33460,0.7113,8794,0.5593
241.8,0.7359,33430,0.7912,13270,0.5925
288,0.8131,8201,1.371,9108,0.5946
218.7,0.7574,4695,1.646,14260,0.5213
286.1,0.8401,13840,1.088,12360,0.5978
273.8,0.7753,23460,0.899,14540,0.5054
282.9,0.8002,43750,0.7325,9247,0.764
274.3,0.7622,5965,1.619,6608,0.7553
313.1,0.7602,10710,1.12,14760,0.5395
254.8,0.9134,10230,1.123,5672,0.7875
293.8,0.8119,8208,1.218,6413,0.7932
284.7,0.8525,10890,1.209,19860,0.5073
281.5,0.6383,3785,1.936,22010,0.5004
240.1,0.7194,4100,1.968,18570,0.5034
223.8,0.8951,42720,0.9357,17640,0.5075
257.8,0.9007,20770,0.9849,23460,0.5067
307.9,0.7858,7219,1.249,24220,0.5358
221.3,0.7599,12070,1.262,14020,0.6192
280.2,0.5918,9639,1.299,11600,0.5897
269.1,0.7742,8078,1.311,8985,0.7221
319,0.8013,10630,1.307,8923,0.6146
252,0.8151,93710,0.6048,23530,0.5119
269.4,0.9205,34580,0.8284,13900,0.508
281,0.6872,206800,0.5095,15840,0.5987
276.2,0.7024,185600,0.5122,14300,0.5187
238.2,0.7995,240100,0.5771,14790,0.5647
242.7,0.8828,187300,0.5784,14420,0.587
275.8,0.8236,135600,0.6425,13130,0.5731
224.7,0.8682,187800,0.5418,17040,0.5073
311.3,0.9448,240600,0.5966,10620,0.6097
235.5,0.8189,106900,0.6066,8646,0.5567
263.1,0.8354,45760,0.8236,22430,0.5178
321,0.6992,72280,0.7151,10840,0.5847
284.7,0.8472,26780,0.9454,15320,0.5375
246.1,0.8224,7004,1.362,14600,0.5509
286.3,0.8478,69820,0.6949,12820,0.5508
226.6,0.7514,69560,0.6318,5437,0.9318
253.4,0.8525,17720,0.8874,3377,1.202
250.6,1.026,12310,1.062,14600,0.5469
282.7,0.8094,3950,1.804,8933,0.6848
