ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
9512000,1.46,428900,1.241,187200,1.929
2508000,1.664,467400000,1.388,1.808e+09,0.8736
15360000,1.298,2.33e+08,0.7776,1063000,1.481
1.592e+09,1.405,85540000,0.8082,56450000,1.103
282000,1.377,1344000,1.408,1.279e+09,0.5498
297500,1.288,183300,1.547,897700000,1.94
2146000,0.8645,15990000,1.724,2.534e+09,1.32
18370000,1.771,98880,1.163,7932,1.126
38460,1.364,511900,1.199,826200,1.491
151100,1.657,691000,1.067,379700000,1.652
46830,1.133,48520,1.526,79310000,1.321
52800000,0.5397,22830,1.371,11150,1.418
231600000,0.5172,1348,1.761,1048,1.044
4164000,1.39,1.284e+09,0.9129,390400000,1.548
323500000,1.748,687200000,1.215,44420000,1.772
81520000,1.182,2.917e+09,1.735,3182,1.698
825800,1.383,1.423e+09,1.812,240200000,1.709
554800,0.9235,3626000,1.079,160800000,1.754
703600000,1.197,65760,1.863,1.002e+09,0.8126
8.953e+09,1.13,107100,1.479,10040000,1.558
219500,1.608,182300,1.674,77120000,1.723
248600,1.994,2544000,1.794,26690000,1.323
9038000,0.6208,3292,1.631,5757000,1.293
94970000,1.086,76870,1.993,355700000,1.293
441000,1.8,31560,1.895,1248,1.95
419400000,1.324,197100000,0.8865,5.831e+09,1.32
89080,1.908,3.427e+09,0.8903,8.289e+09,0.9559
9952,1.622,8417000,0.7062,1285000,0.6389
48010,1.758,4.889e+09,0.6369,122200000,1.674
595100000,0.6847,162600,1.711,43990,1.771
8.875e+09,1.471,512900,0.9194,5639000,0.764
2.166e+09,1.783,76450,1.06,1.467e+09,1.047
858800000,1.814,8044000,1.009,8.961e+09,1.582
30630000,0.5688,49650000,0.5937,319600000,1.1
137600000,1.841,57920000,0.5888,94760,1.985
46510000,0.6567,7.386e+09,0.7202,24330,1.715
2.64e+09,1.255,2.162e+09,1.228,4.885e+09,0.6852
1369000,1.484,56130000,0.9339,3.119e+09,1.04
1.539e+09,1.162,793400000,1.163,1.544e+09,1.063
132700,1.447,5070000,1.917,698700000,0.8536
7582000,1.445,112500,1.281,267200,1.792
83880,1.884,1.713e+09,0.5718,13770000,0.667
242000,1.974,694200,0.8357,23530,1.252
1.774e+09,1.3,2359000,0.8349,46740000,0.7853
130400000,0.8942,1717000,1.453,2224,1.401
528900,1.374,154900000,0.8023,227900,1.53
2398000,0.9713,54480000,1.684,7224000,1.991
231900000,1.621,3392000,1.949,1831000,1.97
3043000,0.8385,1550,1.697,5365000,0.8124
41540,1.663,93870000,1.305,1314,1.08
7064000,1.126,6967000,0.7616,2.2e+08,1.06
1.868e+09,1.373,962100000,1.833,1429000,1.177
678400000,1.054,19720,1.719,1084,1.319
805200000,1.113,298100000,1.45,272100000,1.018
323600000,1.875,29110,1.669,32360000,0.9477
1.682e+09,1.12,658600000,0.7348,5267000,1.08
6795000,0.8091,23200,1.433,38970,1.898
33310,1.127,20120,1.301,895.7,1.968
789200,0.8172,2793000,1.818,3.626e+09,1.347
879600,1.8,2.791e+09,0.6281,224600000,0.8505
19470000,1.42,10350000,0.9627,6.423e+09,0.9143
42530,1.589,508800,1.59,3.06e+09,0.9333
125300000,1.163,29710,1.427,1752,1.261
2.38e+09,1.551,68010000,1.603,4978000,1.748
17680000,1.215,8.05e+08,0.5444,987,1.901
1486000,0.8863,4.537e+09,0.9842,219100,1.613
95870,1.199,1599000,0.8152,57530,1.193
21960,1.767,1628000,1.424,23840,0.8897
9160000,1.74,1654000,0.7194,86620,0.6395
2.533e+09,1.468,7.537e+09,0.8052,4347,1.015
451100000,1.843,8.053e+09,0.5686,4339,1.728
58240000,1.448,1.228e+09,0.761,2085,1.772
992900000,1.051,32380,1.537,1461000,1.868
20700000,0.7296,18630000,1.084,1473,1.543
93850,0.9608,6322000,1.15,43130000,1.778
22190000,1.964,3020000,0.5989,23860000,1.793
776500,0.5112,170500000,0.9279,60510,1.146
53600,1.578,10540000,1.763,1.374e+09,1.932
43830000,0.8912,138700000,1.932,2.447e+09,0.535
1774000,1.14,42030,1.967,5810,1.295
53890,1.2,97390,1.829,16410,1.756
1735000,0.701,1.55e+08,0.8118,5660000,1.405
8.877e+09,0.5822,4.954e+09,1.31,33270000,0.6241
589600000,1.108,10400000,1.294,28470000,1.868
1248000,1.559,1262,1.877,28790000,1.504
150800000,0.9791,40020,1.703,3.313e+09,1.401
5.461e+09,0.6017,6909000,1.303,8.76e+08,1.966
101300000,1.967,1695,1.707,111200,1.291
6.104e+09,1.924,12860,1.68,100600000,1.054
7817000,1.629,1624000,1.201,13480000,1.149
30580000,0.5079,1.358e+09,0.6731,102500000,1.414
7010000,1.668,5192000,0.9975,12530000,1.958
4.94e+08,0.6436,5824000,1.234,179100000,1.579
5.16e+08,1.033,261700000,1.229,4381000,1.928
27120000,1.655,2773000,1.675,660300,1.21
3568000,0.81,472000,1.602,17210,1.764
197100,1.882,262100,0.8376,8767000,1.164
252600000,1.275,2.669e+09,1.14,179200,0.9342
34300,1.386,82410000,1.304,7.87e+08,0.9676
6.964e+09,0.853,247700,1.854,4868,1.495
2347000,1.405,1324,1.838,28110,1.114
777300000,1.786,11950,1.198,217600,1.583
105200,1.55,49040,1.783,9.53e+09,1.709
23770000,1.728,67150000,0.6389,171100,1.791
4.326e+09,1.094,15640,1.862,1.127e+09,1.131
70800,1.184,2.491e+09,0.6285,226100,1.742
159100000,0.7621,4289000,0.8928,42810,1.24
35970000,1.491,63450000,0.7818,502200000,0.9604
553100000,1.965,610000,1.215,3628,1.041
2350000,0.763,336200,0.8938,23720000,1.003
200500000,0.5548,9525,1.508,324300000,1.7
888300000,1.03,1209000,0.6436,23040000,0.6494
37600000,1.81,65400000,0.7687,73730,1.041
696800000,1.662,862500000,1.684,812100,1.524
6.332e+09,1.36,127700,1.273,49120,0.7669
1.489e+09,1.186,2.73e+08,1.781,10040,1.331
98510000,1.305,323900,1.97,4133,1.043
560200,1.824,130300,1.939,76770000,1.581
177700000,1.761,9.285e+09,1.225,1906,1.669
477600,1.636,8.932e+09,1.64,15290000,0.8255
9.353e+09,1.544,42170000,1.531,364900,1.536
9.2e+07,1.33,201800000,1.55,194900,1.937
241400000,0.9998,5.414e+09,0.8928,5578000,0.9463
6.504e+09,1.103,700300,1.722,483700000,1.375
168300000,1.855,2165000,1.496,80770000,0.9068
1864000,1.364,423300,1.132,744800000,0.8975
1.912e+09,1.196,6749000,1.237,3.72e+08,1.535
483800000,1.291,147800,1.123,9010000,1.117
48220000,1.553,12420,1.874,5.469e+09,0.9637
12740000,1.517,3.734e+09,1.519,12700,0.9102
1.442e+09,1.187,754.4,1.799,1865000,1.431
553900,1.83,845700,1.837,171500,1.431
459500,1.818,22650,1.777,24630000,1.619
103500000,1.886,4961,1.42,4.101e+09,1.948
22180,1.378,10200,1.308,3.701e+09,1.698
4681000,1.275,5692000,1.033,26500000,1.895
1.381e+09,0.6004,1.783e+09,1.322,170400,1.067
4.063e+09,0.5604,2.4e+08,1.681,13350,1.872
24470000,0.9186,12010000,1.973,3149,1.614
317800,1.561,249600000,1.619,881200,1.309
50270,1.962,8413000,1.087,8070,1.087
386200,1.384,1.259e+09,1.9,219400,1.284
183200000,1.801,24270000,1.826,50680000,1.441
1.96e+09,1.403,629600000,0.6639,6.783e+09,1.274
7755000,1.142,54060000,1.766,9138,1.699
