hERG_IC50,hERG_h,hERG_Bmax
10.43,1.011,83.55
9.935,1.157,74.51
15.43,0.8539,82.61
8.788,1.686,77.88
10.37,0.855,76.49
14.58,1.001,86.95
13.11,1.018,80.94
11.33,1.222,82.16
40.22,0.6191,99
11.63,0.996,79.89
10.65,0.9501,75.02
10.57,1.003,82.95
11.79,1.137,80.78
12.03,0.8227,80.58
8.974,1.109,73.2
12.86,0.8658,79.71
7.378,1.153,73.51
8.99,0.9974,73.57
8.981,0.9449,77.21
8.31,1.118,74.7
9.54,0.9917,77.73
15.68,0.7626,87.58
19.92,0.7896,87.84
9.368,1.331,78.34
10.89,0.8939,78.55
19.58,0.7717,85.8
12.76,1.002,84.49
9.622,1.049,78.67
11.73,1.094,83.26
11.42,1.079,78.81
12.21,1.005,80.79
11.12,1.143,78.44
12.35,1.085,81.06
13.36,1.077,83.37
12.46,0.9237,80.72
9.547,1.064,78.42
9.75,1.146,76.06
10.36,1.018,80.17
17.94,0.6861,84.64
11.5,0.8789,81.92
9.576,1.253,78.56
9.981,1.04,81.62
9.889,1.196,76.26
13.02,0.9166,83.57
11.83,0.902,77.92
14.1,0.8064,86.91
11.53,0.8705,81.52
10.35,1.069,79.06
32.05,0.5938,97.8
8.322,1.154,70.7
9.74,0.9303,80.09
17.44,0.8312,87.31
10.23,1.348,81.13
16.28,0.8345,84.75
10.03,1.389,75.1
9.652,0.9909,80.27
14.27,0.9764,88.11
11.89,0.8939,79.29
8.93,1.141,71.18
24.64,0.6762,90.36
24.79,0.6899,92.2
8.559,1.258,75.93
12.17,1.338,81.38
9.825,1.276,77.9
9.385,1.024,78.35
10.36,0.9499,83.78
11.2,0.9395,78.45
14.8,0.9287,80.78
13.17,0.9554,83.51
14.16,0.9294,86.21
9.997,0.9893,81.23
14.02,0.7234,80.27
13.81,0.9774,79.08
13.15,0.8408,83.91
10.11,1.247,82.72
20.4,0.7171,85.77
26.28,0.7184,93.59
10.01,1.168,80.85
11.14,1.279,80.39
9.419,1.224,75.28
12.15,1.183,81.65
14.79,0.9099,85.08
10.77,0.9466,79.34
12.99,1.235,84.88
8.812,1.142,75.73
12.29,1.002,80.75
11.25,1.22,84.57
12.25,0.9619,83.61
10.8,1.099,75.86
13.79,0.8284,85.13
18.92,0.7881,83.82
11.83,1.006,79.79
11.04,1.013,83.95
8.853,1.04,74.49
11.34,0.9608,78.9
8.572,1.166,75.64
10.44,0.9196,77.1
11.39,0.9682,83.63
34.59,0.636,98.72
11.4,1.254,81.72
7.607,1.292,72.11
14.27,1.152,79.95
14.57,0.8878,82.91
10.89,1.065,81.93
6.733,1.082,72.02
11.41,1.125,81.82
12.45,0.9048,84.44
12.48,0.9939,81.29
10.34,1.149,81.19
12.38,0.9242,84.7
21.64,0.7095,93.55
11.08,1.039,77.83
