Kmax,Ku,n,halfmax,Vhalf,slope
62980,0.05539,0.6844,108900000,-66.07,0.0005783
6590,0.02369,0.6884,11040000,-72.65,0.0005969
150500,0.01541,0.7833,930600000,-60.83,0.0001617
13570,0.01699,0.8909,271200000,-63.89,5.004e-05
170600,0.01902,0.7533,6.88e+08,-9.406,0.000248
133500,0.01992,0.7966,911100000,-18.17,0.0001465
48810,0.03511,0.8313,450300000,-61.98,0.0001084
232500,0.01529,0.7499,9.47e+08,-55.41,0.0002455
84370,0.05413,0.7504,311700000,-74,0.0002707
75910,0.02397,0.7595,312700000,-58.33,0.0002428
106600,0.02509,0.7733,525200000,-14.05,0.000203
96710,0.0198,0.7753,553500000,-53.38,0.0001747
25980,0.04527,0.7177,64760000,-70.79,0.0004012
96630,0.03098,0.802,576200000,-61.96,0.0001677
75490,0.0138,0.6893,170900000,-8.531,0.0004417
238700,0.01065,0.6164,2.26e+08,-10.67,0.001056
265000,0.01914,0.7409,963500000,-68.57,0.000275
36020,0.01502,0.8941,834900000,-8.374,4.314e-05
160800,0.02241,0.7975,997800000,-19.41,0.0001612
210400,0.02332,0.7432,838700000,-10.53,0.0002509
201500,0.02837,0.7198,508300000,-67.74,0.0003964
104300,0.02116,0.7106,249600000,-68.35,0.0004179
18180,0.02025,0.7173,51150000,-71.94,0.0003554
304000,0.01477,0.611,248700000,-8.706,0.001222
234700,0.04766,0.7445,866600000,-17.24,0.0002708
40850,0.02248,0.7775,219200000,-10.3,0.0001864
124200,0.0223,0.7317,398700000,-54.19,0.0003115
60120,0.009346,0.659,100200000,-14.49,6e-04
45240,0.04676,0.7432,156400000,-15.07,0.0002893
219800,0.02542,0.7576,927400000,-26.71,0.000237
105300,0.01292,0.6631,162900000,-13.98,0.0006464
127800,0.01364,0.6737,235200000,-11.15,0.0005434
114200,0.02418,0.7236,292200000,-74.92,0.0003908
11.82,0.0665,0.7382,28750,-76.29,0.0004111
40970,0.02231,0.7198,1.04e+08,-65.13,0.0003939
50070,0.01208,0.7145,146100000,-9.506,0.0003427
84370,0.05737,0.7245,251600000,-65.25,0.0003353
81770,0.04365,0.729,201400000,-77.94,0.000406
56350,0.01911,0.822,472800000,-65.61,0.0001192
41540,0.05258,0.8191,308600000,-73.09,0.0001346
218500,0.01517,0.7615,992600000,-55.69,0.0002201
251800,0.0224,0.7215,790900000,-49.9,0.0003184
47920,0.01161,0.7541,220100000,-10.63,0.0002177
81170,0.02256,0.7092,212800000,-14.46,0.0003814
43760,0.04488,0.764,180500000,-63.41,0.0002424
109800,0.02155,0.7695,530200000,-7.266,0.0002071
9915,0.0546,0.8388,104900000,-73.11,9.452e-05
145100,0.02521,0.7615,664100000,-48.91,0.0002185
147300,0.05518,0.7008,307900000,-72.55,0.0004784
95760,0.01087,0.7055,271500000,-11.51,0.0003527
65110,0.01185,0.7561,316400000,-9.194,0.0002058
195800,0.02024,0.7409,680500000,-18.12,0.0002877
100700,0.02874,0.7226,275600000,-68.72,0.0003654
45620,0.04665,0.7716,231100000,-10.07,0.0001974
38100,0.03525,0.7933,255500000,-59.61,0.0001491
233500,0.01169,0.5828,146400000,-26.37,0.001595
60480,0.03539,0.7541,267800000,-76.86,0.0002258
111500,0.01824,0.673,185900000,-65.59,0.0005998
122400,0.03142,0.7649,5.05e+08,-65.31,0.0002424
101300,0.01211,0.6672,1.77e+08,-18.39,0.0005723
54160,0.01337,0.6408,65700000,-60.03,0.0008244
82890,0.02028,0.7585,318500000,-68.74,0.0002603
43890,0.016,0.7283,133200000,-61.69,0.0003295
149300,0.03248,0.7384,439200000,-69.69,0.0003399
114100,0.0157,0.8094,922400000,-61.06,0.0001237
18690,0.05358,0.7503,74260000,-73.15,0.0002517
54540,0.01346,0.6446,66280000,-59.6,0.0008229
113100,0.0133,0.6873,246600000,-8.144,0.0004586
52500,0.01717,0.7175,133400000,-54.36,0.0003936
260200,0.04839,0.7449,973500000,-16.15,0.0002673
66530,0.01516,0.8637,864200000,-63.16,7.698e-05
100200,0.02,0.7749,533500000,-60.52,0.0001878
64070,0.02788,0.7326,194400000,-69.04,0.0003296
