Kmax,Ku,n,halfmax,Vhalf,slope
11.84,3.995e-05,0.6401,4.655,-75.51,2.544
14.84,4.54e-05,0.5375,6.098,-46.95,2.434
13.18,3.499e-05,0.6133,5.26,-93.5,2.506
10.26,3.919e-05,0.5873,4.395,-113.3,2.334
12.82,3.748e-05,0.6018,4.858,-78.14,2.639
19.35,4.66e-05,0.5,9.086,-66.45,2.13
11.58,3.983e-05,0.6104,4.381,-76.62,2.643
9.684,4.68e-05,0.595,3.585,-40.04,2.701
10.78,4.354e-05,0.6049,3.971,-55.91,2.715
12.07,4.259e-05,0.624,5.325,-81.26,2.267
8.866,4.675e-05,0.6274,3.065,-57.29,2.893
12.52,5.04e-05,0.5434,5.216,-20.56,2.4
60.59,4.494e-05,0.52,36.46,-85.04,1.662
19.47,4.226e-05,0.5489,8.884,-68.15,2.192
11.16,4.469e-05,0.5803,4.559,-71.11,2.448
38.5,4.302e-05,0.5012,20.05,-78.12,1.92
20.67,4.539e-05,0.5179,9.471,-26.72,2.182
8.605,4.084e-05,0.6127,2.865,-75.41,3.003
24.78,3.483e-05,0.5467,11.05,-91.27,2.243
20.68,4.745e-05,0.5289,10.65,-74.76,1.942
7.983,4.072e-05,0.6203,2.573,-76.23,3.103
20.59,4.754e-05,0.5228,10.18,-64.4,2.023
11.62,3.864e-05,0.5929,4.404,-75.18,2.639
22.02,5.075e-05,0.5121,12.21,-72.73,1.803
11.25,3.963e-05,0.6114,3.912,-65.81,2.876
9.76,5.189e-05,0.5927,3.577,-6.221,2.729
9.024,4.223e-05,0.6429,2.96,-66.53,3.049
11.09,4.438e-05,0.5725,3.729,-12.43,2.974
31.96,4.289e-05,0.523,16.68,-78.19,1.916
12.83,4.447e-05,0.5525,5.589,-68.22,2.296
18.06,4.56e-05,0.5577,8.578,-67.38,2.105
10.04,4.326e-05,0.6199,3.847,-73.25,2.61
8.131,4.584e-05,0.6529,3.037,-70.1,2.677
9.922,3.879e-05,0.6535,3.666,-75.95,2.706
12.28,3.47e-05,0.5724,4.446,-129.5,2.762
9.573,3.912e-05,0.657,4.154,-144.3,2.305
8.927,4.162e-05,0.6299,2.699,-11.94,3.308
12.93,3.876e-05,0.6506,6.219,-139.5,2.079
14.23,4.484e-05,0.603,5.935,-43.86,2.398
9.714,4.524e-05,0.5932,4.009,-81.34,2.423
9.906,4.262e-05,0.6419,3.798,-72.16,2.608
14.17,3.828e-05,0.6462,6.39,-83.07,2.218
24.12,4.053e-05,0.5027,10.92,-72.55,2.209
13.12,3.76e-05,0.5945,4.977,-76.93,2.636
54.98,5.099e-05,0.5,32.17,-70.08,1.709
8.818,3.867e-05,0.7042,3.175,-75.25,2.777
9.54,3.912e-05,0.6697,3.723,-84.6,2.562
46.65,3.833e-05,0.5459,24.08,-81.25,1.937
14.74,4.56e-05,0.6048,7.126,-77.72,2.068
22.82,4e-05,0.595,12.12,-96.49,1.883
8.851,3.94e-05,0.603,2.772,-66.65,3.193
8.363,3.942e-05,0.5909,2.567,-64.71,3.258
48.22,4.707e-05,0.5,24.18,-15.41,1.994
16.65,4.461e-05,0.5602,7.329,-71.18,2.272
20.97,4.274e-05,0.5279,9.694,-70.57,2.163
6.533,4.4e-05,0.7411,1.59,-15.94,4.109
8.156,4.282e-05,0.6667,2.605,-63.49,3.131
