hERG_IC50,hERG_h,hERG_Bmax
36.82,0.7931,99
38.28,0.7444,99
42.11,0.736,99
65.53,0.5512,99
34.17,0.7613,99
41.54,0.7641,99
34.36,0.7196,99
33.48,0.7952,99
47.41,0.6429,99
48.07,0.7173,99
50.25,0.6195,99
32.76,0.8205,99
54.49,0.6231,99
29.6,0.8187,99
41.59,0.7731,99
37.77,0.7009,99
39.62,0.7319,99
49.81,0.6834,99
46.56,0.6582,99
49.33,0.736,99
40.5,0.8711,99
36.71,0.7937,99
42.45,0.5855,99
20.71,0.638,77.14
38.81,0.6925,99
36.08,0.8098,99
37.46,0.7007,99
43.22,0.7618,99
42.49,0.6214,99
55.14,0.6056,99
54.34,0.576,99
43.37,0.7794,99
40.89,0.6781,99
35.58,0.7631,99
45.33,0.708,99
50.68,0.8054,99
35.96,0.7857,99
39.14,0.7212,99
37.16,0.7421,99
52.93,0.594,99
34.02,0.8918,99
44.5,0.8026,99
40.73,0.7666,99
61.94,0.6333,99
42.09,0.6664,99
49.24,0.6267,99
39.24,0.703,99
39,0.6296,99
44.11,0.7532,99
35.57,0.7197,99
38.59,0.6987,99
34.44,0.763,99
40.32,0.5869,99
37.33,0.7452,99
34.11,0.8195,99
59.12,0.6095,99
37.3,0.7434,99
30.24,0.7533,99
40.01,0.7605,99
43.11,0.6561,99
43.32,0.6573,99
42.82,0.772,99
38.03,0.7339,99
37.08,0.7322,99
45.89,0.6508,99
37.56,0.6513,99
40.19,0.6753,99
35.94,0.7974,99
45.09,0.5796,99
48.5,0.6265,99
47.01,0.6977,99
40.89,0.6935,99
54.34,0.5777,99
40.03,0.8071,99
42.63,0.7371,99
40.34,0.7057,99
42.72,0.6757,99
32.19,0.8031,99
38.08,0.7853,99
36.77,0.6711,99
40.39,0.6909,99
38.97,0.6562,99
37.86,0.8104,99
37.92,0.599,99
48.63,0.6903,99
42.44,0.6585,99
54.64,0.5831,99
41.76,0.7168,99
48.4,0.6745,99
31.31,0.6978,99
39.74,0.763,99
37.12,0.6847,99
41.39,0.7303,99
39.33,0.7658,99
36.42,0.7835,99
37.37,0.6256,99
18.33,0.7134,73.87
35,0.7403,99
29.53,0.7606,99
42.71,0.6578,99
60.78,0.6217,99
30.69,0.7965,99
35.08,0.7421,99
38.13,0.7088,99
39.59,0.7056,99
34.97,0.7131,99
37.37,0.8229,99
51.21,0.5954,99
39.78,0.7751,99
36.76,0.7764,99
54.28,0.5447,99
40.01,0.6652,99
31.86,0.749,99
38,0.5858,99
41.71,0.7039,99
43.06,0.6567,99
40.35,0.734,99
44.52,0.6746,99
41.77,0.6561,99
39.66,0.7599,99
36.42,0.7211,99
42.75,0.7717,99
44.01,0.7466,99
48.62,0.5528,99
34.32,0.8055,99
46.55,0.6232,99
44.83,0.6727,99
50.4,0.5943,99
40.73,0.8144,99
39.1,0.6485,99
