Kmax,Ku,n,halfmax,Vhalf,slope
147000,0.1797,0.9148,431600000,-100.1,0.0003406
123700,0.1413,0.9458,472100000,-154.1,0.000262
234500,0.1312,0.9385,878300000,-180.5,0.000267
145100,0.3447,0.9033,370500000,-89.52,0.0003916
203600,0.3434,0.8709,381500000,-90.35,0.0005337
64880,0.3777,0.9647,314100000,-87.61,0.0002066
49950,0.9993,0.9682,248100000,-82.74,0.0002013
137000,0.4005,0.9266,460700000,-87.94,0.0002974
185600,0.4018,0.933,657500000,-87.37,0.0002823
251600,0.1554,0.9323,876500000,-153.6,0.0002871
81.35,0.3353,1.033,723800,-88.49,0.0001124
61300,0.1353,0.9547,258200000,-175.3,0.0002374
78600,0.3488,0.9591,355500000,-88,0.0002211
43,0.1488,1.088,632200,-145.7,6.802e-05
171600,0.6933,0.9399,636600000,-84.73,0.0002696
73.18,0.1379,1.052,789600,-90.19,9.268e-05
75790,0.09735,0.9417,288600000,-152.1,0.0002626
323200,0.9911,0.9131,956100000,-80.82,0.000338
66430,0.99,1.009,492400000,-80.87,0.0001349
331100,0.1243,0.8757,627900000,-93.47,0.0005273
19710,0.1101,1.013,154800000,-94.28,0.0001273
40260,0.9995,0.9609,182600000,-82.2,0.0002205
63190,0.9999,1.009,493400000,-82.62,0.0001281
67.63,0.1896,1.044,676400,-96.98,9.999e-05
83800,0.2242,0.8956,199600000,-95.57,0.0004198
191200,0.1377,0.9461,699100000,-155.3,0.0002735
36.81,0.157,1.069,407500,-154.6,9.033e-05
452000,0.09595,0.8787,924300000,-157.5,0.000489
4846,0.4205,0.9895,30940000,-86.6,0.0001566
484400,0.1699,0.8465,654600000,-154.3,0.00074
71260,0.1653,0.9152,204200000,-137.7,0.000349
330000,0.1677,0.9124,966500000,-152.5,0.0003414
85500,0.4341,0.9271,285200000,-87.16,0.0002998
190700,0.9966,0.9425,7.49e+08,-84.02,0.0002546
86240,0.9988,0.945,335900000,-82.44,0.0002567
439100,0.2645,0.8789,870600000,-93.34,0.0005044
24060,0.9998,0.999,163600000,-81.67,0.0001471
116.8,0.08337,1.066,1400000,-170.2,8.343e-05
64680,0.1968,0.9295,216800000,-96.64,0.0002983
113700,0.9873,0.8917,269200000,-82.99,0.0004224
302600,0.116,0.8785,5.88e+08,-120.7,0.0005146
213300,0.5487,0.8757,417200000,-87.21,0.0005113
94290,0.1481,0.9688,471600000,-139.9,0.0001999
200500,0.1962,0.8933,482100000,-98.62,0.0004159
33.08,0.3346,1.124,635900,-89.57,5.202e-05
234200,0.2759,0.9288,806800000,-87.72,0.0002903
192700,0.357,0.8985,481700000,-88.95,4e-04
42890,0.2358,0.9406,162200000,-92.07,0.0002644
320200,0.9897,0.8887,715600000,-84.57,0.0004475
276500,0.1518,0.9271,852800000,-131,0.0003242
241500,0.15,0.8976,590700000,-155.3,0.0004088
105700,0.1587,0.9737,562700000,-99.81,0.0001878
260500,0.9849,0.8785,543200000,-83.41,0.0004796
98670,0.1525,0.9423,372200000,-134.3,0.0002651
143900,0.1496,0.9346,513500000,-167.1,0.0002802
66600,0.1368,0.9715,317300000,-151.8,0.0002099
216500,0.1696,0.9018,534400000,-143.3,0.0004051
267700,0.175,0.9204,868600000,-186.8,0.0003082
174600,0.1515,0.9681,904100000,-176.4,0.0001931
434700,0.1697,0.888,966300000,-109.2,0.0004499
30.86,0.1574,1.155,832400,-168.7,3.707e-05
235400,0.2753,0.9456,942600000,-90.99,0.0002497
94,0.226,1.045,966600,-87.95,9.725e-05
57.49,0.145,1.056,584800,-148.7,9.831e-05
47870,0.1544,0.9131,138700000,-162.5,0.0003451
179200,0.3817,0.9509,755700000,-87.55,0.0002371
102700,0.3095,0.9094,277400000,-90.33,0.0003702
56.16,0.3543,1.079,776000,-87.94,7.237e-05
422400,0.1588,0.9004,999800000,-140.1,0.0004225
497500,0.1135,0.8356,655800000,-153.3,0.0007586
90590,0.4477,0.8803,192700000,-88.55,0.0004701
54.6,0.9976,1.078,722200,-80.99,7.56e-05
202.3,0.1447,0.979,1082000,-158.5,0.000187
