ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
3197,1.555,14490,1.735,1275,1.93,1134,1.644
8773,1.797,14330,1.688,1309,1.865,1289,1.664
1534,1.917,14990,1.621,1063,1.945,962,1.417
2620,1.938,11730,1.614,2594,1.016,1389,1.777
3929,1.454,17070,1.842,2192,0.8777,981.7,1.779
4234,1.993,14350,1.65,1121,1.72,1498,1.356
3236,1.449,16010,1.156,2149,0.9192,1397,1.117
1487,1.989,12440,1.192,1671,1.693,1435,1.511
2313,1.684,13780,1.316,1487,1.512,705.7,1.731
2738,1.001,11120,1.343,2984,1.015,1071,1.482
5428,1.413,18440,1.334,1698,0.8988,1109,1.732
5223,1.223,11880,1.269,1862,1.331,1274,1.151
5063,1.835,16670,1.498,1813,0.9744,1005,1.891
2031,1.992,12580,1.245,1490,1.109,1586,1.082
4646,1.146,16350,1.615,2492,0.9133,1388,1.002
1542,1.238,11900,1.342,1417,1.028,1155,1.702
1778,1.353,13770,1.599,1013,1.965,1254,1.669
3276,1.307,15550,1.395,2185,1.219,1426,1.246
1420,1.27,16300,1.516,1935,0.9381,1294,1.487
2009,1.857,8876,1.009,1175,1.455,1117,1.428
2195,1.792,16400,1.835,1999,1.511,681.2,1.611
6948,1.538,14110,1.522,1385,1.432,1180,1.274
6236,1.994,14440,1.279,1621,1.354,1187,1.421
3601,1.543,9907,0.8053,1886,1.162,918.7,1.958
1500,1.907,16800,1.06,1430,1.768,1078,1.581
1808,1.395,16950,1.382,1856,1.14,1097,1.835
2035,1.646,4479,1.41,2737,1.279,897.2,1.403
2741,1.338,12050,1.779,3904,1.17,1607,1.802
2039,1.644,20390,1.571,3350,1.076,1643,1.578
6442,1.421,12360,1.496,1976,1.453,1069,1.317
12520,1.685,15940,1.323,1684,1.163,1156,1.802
6773,1.955,13760,1.564,2378,0.8366,1240,1.651
7150,1.827,13400,1.252,1993,1.917,943.4,1.5
2775,1.37,22130,1.243,2704,1.241,1616,1.45
10710,1.971,16340,0.9088,1161,1.366,2330,1.589
3596,1.626,21860,1.827,2509,1.1,1176,1.909
4944,1.143,13760,1.292,1360,1.672,1082,1.915
6219,1.804,10980,1.246,1386,0.9215,1050,1.565
1387,1.808,16970,1.928,1127,1.909,1230,1.825
4204,1.617,14430,1.529,1065,1.346,1022,1.911
4300,1.138,8929,0.9912,909.9,1.313,1278,1.995
6672,1.726,14530,1.632,1076,1.456,1231,1.635
2692,1.312,20520,1.952,4028,1.083,946.9,1.783
5010,1.179,8964,1.201,3938,1.119,1459,1.398
6153,1.366,17030,1.877,1243,1.683,1855,1.353
1523,1.657,12280,1.088,2158,1.339,1990,1.654
4671,1.531,19110,1.41,1631,1.497,1186,1.81
3355,1.539,13760,1.175,1319,1.616,1248,1.734
5431,1.616,16700,1.849,1699,1.674,1377,1.752
2976,1.601,15770,1.591,1291,1.763,1185,1.658
5822,1.661,14310,1.354,1896,1.025,2547,1.027
1643,1.505,13860,1.114,1956,1.136,904.4,1.56
4569,1.992,12020,1.156,1711,1.129,1321,1.245
3626,1.651,14200,1.364,2740,0.9632,1662,1.307
9111,1.916,10780,1.383,1674,1.091,837.8,1.925
2315,1.561,18400,1.503,1300,1.35,1337,1.506
2653,1.596,14680,1.49,2473,1.103,1267,1.217
3684,1.294,4286,0.9405,1153,1.649,1283,1.63
7521,0.8891,16420,1.605,2110,1.047,1399,1.573
2020,1.357,9437,1.177,1233,1.893,828.3,1.723
1255,1.801,10810,1.078,1229,1.418,1347,1.4
4137,1.439,10730,1.04,1644,1.518,1187,1.618
2385,1.442,23890,1.435,1856,1.921,915.4,1.924
2418,1.759,12480,1.674,1379,1.987,1032,1.95
2435,1.891,14700,1.949,2111,1.617,1173,1.78
4067,1.712,18860,1.977,1766,1.319,1208,1.921
11980,1.093,17980,1.908,5572,1.047,1484,1.411
8440,1.89,15750,1.842,1897,0.919,1279,1.682
4472,1.818,14940,1.77,1926,1.983,1439,1.739
2185,1.541,12250,1.62,1684,1.293,1037,1.949
4006,1.548,15430,1.632,1318,1.558,902,1.782
3369,1.153,10980,1.73,2356,1.051,1089,1.538
5495,1.274,13660,1.601,2058,1.098,976.5,1.92
2383,1.564,19400,1.98,2009,1.204,1129,1.54
