hERG_IC50,hERG_h,hERG_Bmax
12060,1.014,93.28
14600,0.7461,96.11
8998,0.9835,83.33
7479,0.772,82.36
9429,1.14,87.27
21710,0.9073,99
16490,0.7793,93.54
11850,0.9469,84.78
9598,0.8225,87.23
8452,1.231,81.29
8845,0.8351,84.15
16060,0.7937,99
15620,0.6511,99
9637,0.8207,87.35
11980,1.099,88.19
14660,0.8174,99
7571,1.191,79.28
9260,0.8197,88.3
15020,0.7387,99
8334,0.9867,81.84
5845,1.099,77.6
16260,0.6843,99
17660,0.7134,99
12500,0.8822,91.46
5998,1.652,70.7
9019,0.8377,85.83
16780,0.7666,99
7504,0.9871,79.19
8248,1.184,81.68
7214,1.097,79.85
10550,0.6801,90.71
12200,0.8247,88.91
10030,0.8469,87.5
12050,0.8884,92.33
6872,0.8828,83.4
13370,0.9158,86.75
13490,0.9109,87.4
19260,0.8154,99
13420,0.7467,89.48
12610,0.8382,94.64
17590,0.7424,95.81
18760,0.8635,99
16950,0.7316,99
15490,0.7458,99
9170,0.7126,88.02
17510,0.7135,99
12090,0.6979,94.71
13300,0.6939,93.89
10860,0.7626,88.39
12800,1.118,83.26
11160,1,83.76
14100,0.7106,99
18880,0.862,99
14280,0.8671,87.44
7989,1.038,77.72
12400,0.8455,89.27
9230,0.9318,83.93
14440,0.6127,99
11810,0.9469,87.56
14820,0.6487,99
20900,0.6802,99
7585,1.047,82.07
16420,0.7327,97.91
13020,0.7053,93.1
13920,0.6545,99
12940,0.7456,99
16720,0.8389,99
12200,1.089,86.58
15890,0.659,99
16820,0.7387,99
7150,1.173,77.87
16900,0.6567,99
13490,1.003,89.39
10560,0.9516,89.53
9465,0.785,85.95
13050,0.6376,99
9933,0.723,89.76
10710,0.7796,88.92
12180,0.8353,88.53
16440,0.8755,99
8130,0.8134,84.8
15090,0.7433,99
11330,0.861,92.52
18280,0.7646,99
9692,0.9315,82.09
10570,0.8504,86.42
11420,0.8433,83.78
13380,0.7165,95.12
15530,0.6368,99
12110,1.017,87.13
17930,0.6628,99
11440,0.9454,86.9
14710,0.7076,99
16320,0.8413,99
12510,0.6802,99
15790,0.8318,99
16230,0.7917,99
8712,0.9462,80.06
7804,1.155,78.7
15020,0.6415,99
8173,0.8636,86.09
13370,0.7723,93.5
18430,0.6693,99
16450,0.6905,99
14430,0.7375,99
14000,0.8927,88.41
9646,0.96,85.95
17510,0.7811,99
14150,0.7555,99
8906,0.9139,85.42
15690,0.7282,99
15800,0.7767,99
11340,0.8155,94.15
17600,0.6518,99
14600,0.7765,99
15590,0.8172,99
14320,1.023,88.34
17970,0.7629,99
9447,0.9309,83.67
17580,0.6361,99
9351,0.9325,83.81
9058,1.142,79.36
16600,0.6786,99
14970,0.662,99
13300,0.6939,93.89
16820,0.7075,99
18280,0.7646,99
7912,1.267,78.63
15290,0.7213,99
14470,0.8824,99
18230,0.5654,98.48
14010,0.7882,90.67
17370,0.6991,99
14890,0.7105,99
7565,0.8644,78.83
14150,0.694,99
15710,0.6947,96.64
19770,0.761,99
12590,0.8374,96.79
17390,0.7827,99
9045,1.251,79.82
16330,0.6455,99
17320,0.8227,96.19
15300,0.7639,99
14980,0.5723,98.85
15580,0.7149,99
16570,0.6855,99
15940,0.624,99
18130,0.7531,99
12200,0.9156,93.46
7668,0.8568,78.83
10490,0.762,83.9
18030,0.8777,99
6423,1.202,77.01
12540,0.8708,91.63
8676,1.089,76.18
16590,0.7161,99
9613,1.071,84.67
16960,0.7873,99
7686,1.012,80.47
15710,0.6947,96.64
7338,0.9816,79.88
17310,0.9389,93.44
8032,1.016,78.88
8170,1.008,82.98
8163,1.015,82.82
7923,1.139,78.08
14520,0.7217,91.07
18180,0.7863,99
14380,0.715,99
11420,0.7508,91.78
13960,0.7987,99
15630,0.8095,99
7216,1.095,80.98
16930,0.7656,99
17420,0.7934,99
11760,0.8482,94.05
17620,0.8629,99
10100,0.7751,88.47
15720,0.8104,99
10310,0.8135,86.72
8761,1.052,82.4
9814,0.9131,92.75
17590,0.6343,99
9875,0.9825,85.87
9862,0.9108,87.95
13700,0.622,99
8271,1.17,80.09
8560,0.8646,85.12
7725,1.031,82.82
8335,1.049,83.52
12160,0.7563,91.95
17490,0.7448,99
10820,0.9551,83.97
18030,0.8231,97.2
15890,0.659,99
13210,0.7081,99
5471,1.316,71.62
18260,0.6401,99
14670,0.7246,99
6847,1.3,74.43
9097,1.117,81.92
9078,1.118,80.4
15730,0.6991,99
17890,0.773,99
18190,0.7187,99
14450,0.7075,99
8266,0.9461,83.87
9785,1.044,81.22
8888,1.076,77.41
13840,0.7261,95.08
8449,1.162,81.31
13320,0.6604,99
11840,1.054,84.82
6711,1.218,78.55
9448,0.8718,83.71
11120,1.04,85.25
19130,0.7515,99
16880,0.6153,99
5696,1.021,75.99
11050,1.044,88.04
16280,0.7458,99
6788,1.06,76.4
9661,0.8712,89.49
17320,0.6993,99
17560,0.9348,99
15660,0.7789,99
19430,0.7179,99
7662,1.189,82.17
14850,0.6547,99
16420,0.7309,99
15580,0.7283,99
14960,0.7178,99
8903,1.157,84.74
12650,0.6884,95.38
15130,0.7299,98.99
13790,0.731,99
10030,1.162,83.06
16390,0.7431,99
7897,0.8368,84.19
18280,0.7647,99
15820,0.6927,99
11660,0.8982,90.48
14810,0.7974,99
7570,1.045,82.09
13460,0.8905,93.58
19120,0.7195,99
9827,1.032,85.35
10630,0.9967,88.05
14350,0.6598,99
11950,0.8005,90.91
18030,0.7859,99
13160,0.7183,91.93
18420,0.7093,99
14380,0.8554,99
9646,0.96,85.95
11410,0.8362,86.43
16440,0.8908,99
8755,1.073,82.91
10700,1.089,85.1
8860,0.9925,82.91
19130,0.8615,99
13880,0.6543,95.1
15220,0.7057,99
16900,0.6567,99
8749,1.175,83.99
16070,0.8019,98.94
15830,0.7392,99
7538,0.8966,79.96
15340,0.7999,99
9903,1.102,81.06
16930,0.8123,99
15870,0.8096,96.41
8320,0.8516,85.9
15770,0.7117,99
10380,0.8688,89.14
11340,0.9234,84.97
12270,0.8733,86.6
16700,0.708,99
12000,0.9564,92.12
8014,1.106,83.29
8575,1.173,82.77
14910,1.037,90.96
10910,0.9236,91.99
6835,0.9555,76.74
7787,1.039,79.61
15970,0.6957,99
15500,0.7055,99
10220,0.9318,84.24
17820,0.8274,99
12350,0.9553,88.49
17700,0.7815,99
11590,0.7118,99
8341,0.9852,81.94
17290,0.7328,99
18180,0.7146,99
14450,0.8329,93.31
15370,0.7898,99
10590,1.024,85.89
16660,0.6649,99
14110,0.8545,99
14200,0.9137,91.32
7499,0.8308,87.68
16840,0.707,99
10620,0.8496,86.45
15050,0.7262,99
14890,0.7298,99
17380,0.6725,99
19450,0.7335,99
19920,0.9167,99
9686,0.808,89.72
13770,0.6487,99
16280,0.7515,99
13790,0.9181,94.79
19280,0.7745,99
12370,0.9826,87.25
15520,0.72,97.03
15940,0.8192,99
10100,1.308,80.73
10410,0.8202,86.12
10000,1.001,88.95
11280,0.7545,92.54
8810,1.191,79.47
19480,0.7167,98.32
17150,0.7949,99
16410,0.6779,99
8741,0.9956,87.94
14520,0.7401,99
8048,0.7792,85.58
14940,0.7401,99
12100,0.6305,97.82
8935,0.9295,85.32
13870,0.934,90.83
10420,0.7821,89.21
18330,0.7276,99
8852,0.8704,86.45
10860,0.8827,92.15
9465,0.765,90.85
8327,0.96,83.73
7859,0.9055,80.37
13230,0.9237,89.65
13790,0.8132,87.37
10830,0.8406,88.15
12960,0.6847,97.44
9374,0.9195,85.72
17920,0.8583,99
14290,0.8933,90.36
18850,0.7559,99
16530,0.7656,99
12890,1.028,87.24
17340,0.8222,96.21
17050,0.7542,99
9260,0.9772,83.64
16210,0.7134,99
16030,0.7833,99
17970,0.8462,99
13220,1.018,88.17
13650,0.8098,99
9042,0.9289,88.09
8827,1.029,83.11
21000,0.6256,98.98
10950,0.9845,88.31
10740,0.7033,87.51
13050,0.7025,99
14260,0.9161,90.84
9212,1.194,83.62
15520,0.7353,99
18080,0.7082,99
16900,0.7405,99
14280,0.6827,99
12800,0.8752,90.51
16350,0.7348,99
9390,1.062,83.57
8991,1.077,80.32
8716,1.102,84.69
9895,0.8795,84.07
17630,0.7462,99
12290,1.081,86.49
11310,0.8162,94.99
16880,0.7571,99
10040,0.8986,81.86
8462,0.8515,85.74
15730,0.7045,99
14160,0.752,95.99
8407,0.994,83.82
8679,0.7832,83.39
17110,0.7673,99
16160,0.6458,99
16520,0.6889,99
14240,0.6804,99
10170,0.8387,91.38
11780,0.9483,87.51
15360,0.6739,99
15000,0.8282,95.5
9991,0.9572,83.19
14450,0.7336,99
15900,0.7221,99
15740,0.7017,99
17970,0.8786,99
8417,0.8681,82.71
15910,0.6668,99
16350,0.8344,99
17440,0.8197,99
14350,0.7055,99
12150,0.9281,88.9
17070,0.7855,99
15200,0.7105,95.6
13140,0.6838,99
16280,0.6638,99
18830,0.7111,99
17920,0.7425,99
18150,0.6069,98.87
10550,0.962,84.98
20160,0.711,99
7631,1.393,75.32
9522,1.257,79.59
16910,0.6532,99
14760,0.6968,97.94
11310,1.026,89.32
6393,1.191,78.36
10490,0.9228,89.96
7806,0.9164,85.15
11400,1.028,86.22
6457,0.9949,74.96
7908,1.254,77.86
16670,0.8191,99
15290,0.7592,99
13410,0.7534,99
8991,1.077,80.32
7578,1.229,77.38
11590,1.002,83.89
15310,0.6572,99
9267,0.9077,81.67
12410,0.8727,86.33
13070,0.734,96.95
7110,1.384,77.97
17040,0.6499,99
15590,0.7085,99
12440,0.9202,94.11
14800,0.6928,99
7436,0.841,85.91
7248,1.217,76.23
15140,0.5941,98.9
17370,0.7876,99
11460,0.6603,92.87
18560,0.819,99
15800,0.7615,99
14900,0.7589,99
18480,0.8174,99
11240,0.9983,87.97
12790,0.6642,99
9213,0.7643,85.06
17860,0.6922,99
11230,0.7213,92.24
14040,0.8369,99
16340,0.6457,99
11670,0.8088,90.9
18740,0.8085,99
15850,0.6905,98.87
18330,0.7385,99
8861,1.034,85.6
13110,0.8382,92.46
17570,0.7494,98.35
15960,0.6516,99
8623,0.7884,85.07
14980,1.037,89.53
13770,0.6487,99
18840,0.7018,99
7159,1.217,78.68
9082,1.067,83.16
18230,0.8082,99
15830,0.8287,91.76
11290,0.6397,95.04
12390,0.7405,94.31
18270,0.9156,99
8266,0.9461,83.87
15100,0.6194,99
18420,0.7558,99
14270,0.7387,99
12280,0.6898,99
8249,1.177,78.53
4851,1.279,74.03
15210,0.7334,99
17320,0.8227,96.19
17230,0.8319,99
16220,0.755,99
18520,0.6775,99
15730,0.6539,99
12460,0.7557,99
12380,0.7889,94.48
8034,1.24,79.93
12720,0.8765,90.83
9810,1.112,82.27
11780,0.9483,87.51
13110,0.8474,91.63
15870,0.9003,99
18010,0.6748,99
9848,1.024,81.12
16600,0.7158,99
8932,0.9892,83.19
12980,0.75,99
12740,0.6927,99
8280,1.05,82.38
13890,0.7237,99
