ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
207700,0.6288,120800,1.551,242700,1.268,67810,1.154,4256,0.9114,209400,0.6688,39190,1.064
128500,1.103,145500,1.571,1e+05,1.59,59380,1.17,4080,0.9981,169300,0.8884,44450,0.9361
141100,0.9735,106600,1.955,94830,1.563,70180,1.252,4127,0.9581,170100,0.9251,44170,0.9841
139500,0.6363,436700,1.161,124300,1.858,62180,1.457,4610,1.017,245000,0.7194,32950,0.9159
200500,0.6509,218200,1.412,125600,1.889,77130,1.386,4726,1.104,236800,0.7545,35730,1.06
143700,1.073,168400,1.538,150400,0.9318,76070,1.538,4885,1.053,258700,0.6386,35130,0.9915
212400,0.7004,103100,1.369,155700,1.2,65680,1.419,5170,0.9702,206400,0.8217,37120,1.046
293000,0.6684,145800,1.337,2235000,0.5702,77250,0.9095,4280,0.9193,222700,0.7682,37080,1.457
256300,0.7429,157400,1.412,1973000,0.5088,73810,1.183,5622,0.9255,286100,0.671,27010,1.186
147700,0.7717,125500,1.231,686600,0.5278,74810,1.182,4463,1.013,296700,0.6522,48300,0.9765
135300,0.6945,129200,1.081,682200,0.8642,64890,0.9726,4345,1.056,212800,0.7482,46960,0.9398
157900,1.193,139800,1.069,154400,0.951,70170,1.183,4518,0.9981,148600,1.082,31620,1.066
111200,1.043,276400,0.9004,182800,1.345,66550,1.378,3980,1.011,211800,0.6981,43810,1.111
181800,0.7671,175900,0.9248,148600,1.085,54120,1.14,3343,0.9105,215500,0.7463,37660,1.112
135900,1.363,513400,1.377,177000,1.036,89930,0.9769,5475,1.071,438200,0.5519,38810,1.028
163300,0.7307,272600,1.814,195000,0.7808,86120,1.3,4407,0.8415,327500,0.615,36360,1.051
138400,1.324,308800,0.5963,200400,1.424,80420,1.332,4493,0.9056,156700,1.017,34160,1.042
121800,1.079,140900,1.206,233300,0.5454,61750,1.144,4903,1.009,179000,0.9312,36720,0.9777
149200,0.8326,578400,0.6041,86470,1.187,61060,1.561,4200,0.8283,268700,0.6665,40540,1.035
192600,0.9457,1446000,0.5779,277400,0.7303,78100,1.223,3835,1.007,212600,0.8527,33620,1.119
190600,0.6405,108100,1.955,115500,1.04,90220,1.12,4907,0.8955,222400,0.8235,33710,1.145
94990,1.183,110500,1.655,132800,0.8791,88710,0.8278,4271,0.8738,372400,0.5835,43720,1.074
199100,0.6438,127500,1.436,193500,1.083,96300,0.9931,4746,1.07,234400,0.7316,40320,0.9421
311700,0.6148,125300,1.311,117500,1.958,72850,1.258,4630,1.021,237700,0.7497,35310,0.9024
186400,0.8393,444400,0.5828,727900,0.5361,68460,1.344,5070,0.888,247600,0.6491,37560,1.299
159100,1.77,183100,0.9391,279900,0.7447,67310,1.201,5216,1.166,188400,0.8021,35880,0.8862
142000,1.09,341700,0.7949,274900,0.9313,66490,1.338,5608,1.041,199400,0.8958,36820,1.026
149200,0.8474,259900,1.253,248500,1.208,76080,1.209,5185,0.9763,229700,0.6818,33760,1.09
148800,0.9656,142300,1.076,158600,0.6235,64410,0.9675,5455,1.02,272500,0.7757,38470,1.069
190000,0.9817,422400,0.688,617800,0.5488,65030,1.053,4220,0.952,194800,0.9279,33330,1.002
249100,0.64,198900,0.9369,249300,1.057,60730,1.495,4505,0.943,179300,1.082,41110,1.18
164000,1.25,147900,1.775,136000,1.311,62160,1.093,4382,1.128,328300,0.6749,34680,0.8598
103600,1.546,119700,1.927,148800,1.754,59510,1.16,4547,1.066,367900,0.6078,28200,0.9564
138500,1.071,224500,1.58,115600,1.402,73420,1.157,4693,1.061,391800,0.6088,33570,1.108
154700,0.5745,246200,0.9214,73580,1.037,61280,1.237,4438,0.9268,211100,0.8829,33910,1.345
277800,0.6951,281700,0.7592,99960,1.195,61520,1.426,4814,0.9789,350100,0.6374,40110,0.9802
143900,1.268,508400,0.5576,130400,0.7551,77590,1.194,5317,1.163,257000,0.6365,34380,0.8899
374600,0.6244,1673000,0.7467,126600,1.069,72910,1.324,3780,0.9813,207000,0.7537,34020,1.101
94870,0.8489,135800,1.81,142200,1.254,74340,1.207,3841,1.009,255600,0.6812,32860,1.03
193200,0.7062,116500,1.812,90070,1.306,70340,1.24,4666,0.9267,255900,0.7133,39660,1.083
151100,1.093,99440,1.785,174300,0.7011,62200,1.455,5140,1.084,171300,0.8562,34810,1.008
166200,1.117,173300,0.8899,148800,1.105,63350,1.505,4176,1.075,196600,0.7916,31180,1.186
666300,0.7007,160400,1.348,122700,1.19,81950,1.256,3197,0.9598,175700,0.8249,33610,0.9114
255300,0.9395,194500,1.603,97670,1.483,65660,1.404,4193,0.9746,177800,0.8881,42650,1.042
164600,1.457,141100,0.9986,496300,0.6516,75730,1.508,4147,0.9691,269500,0.6643,38450,1.14
92680,0.8657,314800,1.296,737800,0.9512,67580,1.541,5043,1.075,232600,0.655,32180,1.299
188800,0.8647,154900,1.345,287100,1.431,67350,1.46,4460,0.9129,260900,0.757,32690,1.021
134700,1.07,585300,0.6842,114100,1.761,63040,1.156,4047,0.9951,357500,0.5456,30260,0.954
144900,1.265,241300,0.8669,124300,1.386,64270,1.159,4602,0.9764,443400,0.5235,33110,0.9706
181800,0.7328,131900,1.267,132400,1.19,64730,1.469,5090,1.09,432300,0.5306,39980,0.9847
338400,0.886,135100,0.9704,140800,0.748,66540,1.017,4491,0.995,325300,0.6205,34250,1.095
219700,0.9274,176000,0.8649,318400,0.5926,80430,1.097,4463,1.023,147600,0.8646,37060,1.282
207300,0.7945,231500,0.9734,110400,1.537,57940,1.318,4856,1.009,186900,0.7955,42730,1.066
287400,0.9394,298000,0.7804,206900,1.321,57210,1.259,4326,1.017,165000,0.9812,40160,0.927
235800,0.7679,109000,1.128,115600,1.179,71170,1.013,5385,1.38,181600,0.8956,30830,1.294
169400,1.624,802000,0.6393,192200,0.9952,66680,1.218,5253,1.032,242700,0.7662,34690,1.104
106500,1.224,418200,1.244,116400,1.05,69050,1.268,4761,0.974,191200,0.8867,46790,0.9822
109500,1.432,157500,1.354,99240,1.464,69600,1.177,5242,1.031,196200,0.9203,35880,0.907
264800,0.6497,183300,1.144,104400,1.289,69590,1.442,4137,0.9678,233200,0.7818,39780,1.05
535800,0.5455,97460,1.307,99400,1.515,71670,0.9795,4807,1.009,222300,0.8291,43380,0.9774
91740,1.404,196400,0.9346,101000,1.795,61110,1.123,4052,0.8881,165000,0.9517,39850,0.9786
170300,1.357,185700,0.7584,121100,1.599,66490,1.215,4422,1.113,161500,1.027,41040,0.9223
107200,0.9263,192300,1.01,171800,0.7063,67720,1.239,4486,1.096,217800,0.7937,44320,0.953
127800,1.708,310300,0.7238,185300,0.7929,61340,1.044,4924,1.132,189800,0.8333,42560,1.2
140800,1.418,165300,0.959,169400,1.47,57000,1.423,5458,0.9114,171500,0.9934,42640,0.8466
95330,1.595,274000,1.957,457600,0.8547,76880,1.435,3891,0.8914,184800,0.823,35480,0.9451
172300,1.327,86120,1.718,146700,1.009,74440,1.226,3550,0.9586,200400,0.7811,40230,1.018
124500,1.201,129100,1.735,222800,0.8011,67290,1.425,4018,0.8989,164400,1.008,35370,0.9008
212300,0.7196,1808000,0.5394,244300,1.216,71900,1.353,4781,1.019,317200,0.6424,41780,1.038
150200,1.386,250800,0.7051,128400,1.176,65930,1.284,5264,0.8635,249100,0.7646,43930,1.072
75320,1.193,400100,0.5535,123500,1.495,59560,1.429,4889,0.8969,229600,0.6932,37480,0.9511
180200,1.456,356800,0.6338,131000,1.315,64190,1.322,5165,0.9538,172800,0.8591,39480,1.01
117300,1.473,354300,1.186,120700,1.403,71720,1.223,5399,1.098,228900,0.7787,41910,0.912
131200,1.067,1142000,0.6169,137400,1.045,70850,1.421,5115,1.024,209600,0.8127,39020,0.9793
215300,0.6713,116900,1.598,116900,1.032,72200,1.36,5007,1.021,253300,0.7455,37210,0.9967
176700,0.6305,195200,1.03,349300,0.6495,70500,1.173,4690,1.024,198100,0.7757,39020,0.9793
261000,0.8367,175000,0.811,245100,0.9035,69550,1.155,3892,0.8649,176900,0.801,48530,1.174
125000,1.317,430600,0.6292,108800,0.8668,69540,1.199,4521,0.9289,155000,0.9801,39440,0.9649
91350,1.208,255400,1.025,141800,1.429,68330,1.265,4884,0.8984,149900,0.8368,33540,1.254
150800,0.5672,105200,1.699,238400,0.5337,73510,1.122,4954,1.014,270500,0.5755,33830,0.967
131300,0.6939,177100,1.875,118900,1.126,73440,1.282,4888,1.074,304000,0.6451,42110,1.027
182500,0.7056,173500,1.26,302800,0.8616,69270,1.275,5083,1.035,205600,0.8427,37900,1.045
108900,1.507,119300,1.931,328100,1.125,50550,1.033,4894,1.084,202900,0.8413,35070,0.955
129300,1.51,118500,1.5,95390,1.847,64560,1.339,4466,1.024,193700,1.048,37480,0.9067
116800,0.6517,214000,1.377,120500,1.397,85830,0.9711,4732,0.9879,272200,0.7127,31370,0.9888
123100,1.069,229000,1.495,555200,0.7659,75810,1.353,4712,1.065,201800,0.907,34020,1.027
186300,1.034,130100,1.659,122800,0.8912,69260,1.24,5695,0.9497,236600,0.7844,36960,0.9695
215800,1.115,112600,1.479,128800,1.798,64450,1.484,5088,1.127,189200,0.786,44110,1.001
