"","drug","exp","conc","block_lowest_median","block_raw","block","channel"
"374","clarithromycin","170816_5_3B",121,11.71,11.71,0,"INa"
"375","clarithromycin","170816_5_3B",1e+05,11.71,36.44,28.00996715,"INa"
"376","clarithromycin","170816_5_3B",1e+05,11.71,43.53,36.04032167,"INa"
"377","clarithromycin","170816_5_3B",1e+05,11.71,36.21,27.749462,"INa"
"378","clarithromycin","170816_5_3B",1210,11.71,3.34,-9.480122324,"INa"
"379","clarithromycin","170816_5_3B",1e+05,11.71,51.01,44.51240231,"INa"
"380","clarithromycin","170816_5_3B",1210,11.71,7.89,-4.32665081,"INa"
"381","clarithromycin","170816_5_3B",121,11.71,19.23,8.517385887,"INa"
"382","clarithromycin","170816_5_3B",1210,11.71,8.49,-3.647072149,"INa"
"383","clarithromycin","170816_5_3B",12100,11.71,23.78,13.6708574,"INa"
"384","clarithromycin","170816_5_3B",1210,11.71,10.94,-0.872125949,"INa"
"385","clarithromycin","170816_5_3B",1e+05,11.71,16.17,5.051534715,"INa"
"386","clarithromycin","170816_5_3B",1210,11.71,9.31,-2.718314645,"INa"
"387","clarithromycin","170816_5_3B",121,11.71,12.86,1.302525767,"INa"
"388","clarithromycin","170816_5_3B",1210,11.71,2.68,-10.22765885,"INa"
"389","clarithromycin","170816_5_4B",121,13.11,9.94,-3.648290943,"INa"
"390","clarithromycin","170816_5_4B",121,13.11,6.32,-7.814478076,"INa"
"391","clarithromycin","170816_5_4B",121,13.11,9.7,-3.924502244,"INa"
"392","clarithromycin","170816_5_4B",1e+05,13.11,27.25,16.27344919,"INa"
"393","clarithromycin","170816_5_4B",1e+05,13.11,30.23,19.70307285,"INa"
"394","clarithromycin","170816_5_4B",1e+05,13.11,29.4,18.7478421,"INa"
"395","clarithromycin","170816_5_4B",1e+05,13.11,42.08,33.34100587,"INa"
"396","clarithromycin","170816_5_4B",1e+05,13.11,49.12,41.44320405,"INa"
"397","clarithromycin","170816_5_4B",1e+05,13.11,30.32,19.80665209,"INa"
"398","clarithromycin","170816_5_4B",121,13.11,24.76,13.40775693,"INa"
"399","clarithromycin","170816_5_4B",1e+05,13.11,31.42,21.07262055,"INa"
"400","clarithromycin","170816_5_4B",121,13.11,16.04,3.372079641,"INa"
"401","clarithromycin","170816_5_4B",1210,13.11,5.62,-8.620094372,"INa"
"402","clarithromycin","170816_5_4B",1210,13.11,7.62,-6.318333525,"INa"
"403","clarithromycin","170816_5_4B",121,13.11,13.11,0,"INa"
"404","clarithromycin","170816_5_4B",121,13.11,10.62,-2.865692255,"INa"
"405","clarithromycin","170816_5_4B",121,13.11,7.79,-6.122683853,"INa"
"406","clarithromycin","170816_5_4B",1e+05,13.11,24.47,13.07400161,"INa"
"407","clarithromycin","170816_5_4B",121,13.11,16.54,3.947519853,"INa"
"408","clarithromycin","170816_5_4B",1210,13.11,13.1,-0.011508804,"INa"
"409","clarithromycin","170816_5_4B",1210,13.11,19.34,7.169985039,"INa"
"410","clarithromycin","170816_5_4B",121,13.11,24.84,13.49982737,"INa"
"411","clarithromycin","170816_5_4B",121,13.11,18.53,6.237771896,"INa"
"412","clarithromycin","170816_5_4B",1210,13.11,8.69,-5.086891472,"INa"
"413","clarithromycin","170816_5_4B",1210,13.11,9.49,-4.166187133,"INa"
"414","clarithromycin","170816_5_4B",1210,13.11,13.84,0.840142709,"INa"
"415","clarithromycin","170816_5_4B",1210,13.11,18.84,6.594544827,"INa"
"416","clarithromycin","170816_5_4B",1210,13.11,8.9,-4.845206583,"INa"
"417","clarithromycin","170816_5_4B",1210,13.11,18.24,5.904016573,"INa"
"418","clarithromycin","170816_5_4B",12100,13.11,25.04,13.73000345,"INa"
"419","clarithromycin","170816_5_4B",12100,13.11,18.78,6.525492001,"INa"
"420","clarithromycin","170816_5_4B",12100,13.11,11.87,-1.427091725,"INa"
"421","clarithromycin","170816_5_4B",12100,13.11,26.12,14.97295431,"INa"
"422","clarithromycin","170816_5_4B",12100,13.11,18.73,6.46794798,"INa"
"423","clarithromycin","170816_5_4B",12100,13.11,27.75,16.8488894,"INa"
"424","clarithromycin","170816_5_4B",12100,13.11,18.83,6.583036023,"INa"
"425","clarithromycin","170816_5_4B",1e+05,13.11,45.94,37.7834043,"INa"
"426","clozapine","170816_5_3",71,4.835,12.76,8.327641465,"INa"
"427","clozapine","170816_5_3",71,4.835,10.34,5.784689749,"INa"
"428","clozapine","170816_5_3",71,4.835,1.63,-3.367834813,"INa"
"429","clozapine","170816_5_3",710,4.835,5.06,0.236431461,"INa"
"430","clozapine","170816_5_3",710,4.835,18.07,13.90742395,"INa"
"431","clozapine","170816_5_3",71,4.835,-1.15,-6.289076866,"INa"
"432","clozapine","170816_5_3",71000,4.835,100.26,100.2732097,"INa"
"433","clozapine","170816_5_3",7100,4.835,49.18,46.59801398,"INa"
"434","clozapine","170816_5_3",71000,4.835,98.37,98.28718541,"INa"
"435","clozapine","170816_5_3",7100,4.835,39.3,36.21604582,"INa"
"436","clozapine","170816_5_3",7100,4.835,42.78,39.87285241,"INa"
"437","clozapine","170816_5_3",7100,4.835,46.78,44.07607839,"INa"
"438","clozapine","170816_5_3",71000,4.835,105.47,105.7479115,"INa"
"439","clozapine","170816_5_3",71000,4.835,100,100,"INa"
"440","clozapine","170816_5_3",7100,4.835,38.84,35.73267483,"INa"
"441","clozapine","170816_5_3",7100,4.835,43.89,41.03924762,"INa"
"442","clozapine","170816_5_3",7100,4.835,24.81,20.98985972,"INa"
"443","clozapine","170816_5_3",7100,4.835,35.26,31.97078758,"INa"
"444","clozapine","170816_5_3",7100,4.835,52.48,50.06567541,"INa"
"445","clozapine","170816_5_3",7100,4.835,46.72,44.01303,"INa"
"446","clozapine","170816_5_3",71000,4.835,96.8,96.63741922,"INa"
"447","clozapine","170816_5_3",7100,4.835,25.34,21.54678716,"INa"
"448","clozapine","170816_5_3",71,4.835,7.77,3.08411706,"INa"
"449","clozapine","170816_5_3",710,4.835,1.48,-3.525455787,"INa"
"450","clozapine","170816_5_3",710,4.835,11.23,6.719907529,"INa"
"451","clozapine","170816_5_3",710,4.835,10.34,5.784689749,"INa"
"452","clozapine","170816_5_3",710,4.835,13.37,8.968633426,"INa"
"453","clozapine","170816_5_3",71,4.835,11.8,7.318867231,"INa"
"454","clozapine","170816_5_3",71,4.835,-5.71,-11.08075448,"INa"
"455","clozapine","170816_5_3",71000,4.835,100.42,100.4413387,"INa"
"456","clozapine","170816_5_3",710,4.835,-8.5,-14.0125046,"INa"
"457","clozapine","170816_5_3",710,4.835,18.81,14.68502075,"INa"
"458","clozapine","170816_5_3",710,4.835,11.92,7.44496401,"INa"
"459","clozapine","170816_5_3",710,4.835,-3.94,-9.220826985,"INa"
"460","clozapine","170816_5_3",71000,4.835,99.79,99.77933064,"INa"
"461","clozapine","170816_5_3",710,4.835,1.1,-3.924762255,"INa"
"462","clozapine","170816_5_3",71000,4.835,104.34,104.5605002,"INa"
"463","clozapine","170816_5_3",71000,4.835,97.08,96.93164504,"INa"
"464","clozapine","170816_5_3",71000,4.835,105.85,106.147218,"INa"
"465","clozapine","170816_5_3",710,4.835,-5.24,-10.58687543,"INa"
"466","clozapine","170816_5_3",71000,4.835,107.39,107.76546,"INa"
"467","clozapine","170816_5_3",71000,4.835,89.65,89.12415279,"INa"
"468","clozapine","170816_5_3",71000,4.835,93.02,92.66537067,"INa"
"469","clozapine","170816_5_3",71,4.835,1.9,-3.08411706,"INa"
"470","clozapine","170816_5_4",710,12.18,-6.08,-20.79253018,"INa"
"471","clozapine","170816_5_4",71000,12.18,100.59,100.6718287,"INa"
"472","clozapine","170816_5_4",71000,12.18,99.96,99.95445229,"INa"
"473","clozapine","170816_5_4",71000,12.18,98.5,98.29196083,"INa"
"474","clozapine","170816_5_4",7100,12.18,64.82,59.94078798,"INa"
"475","clozapine","170816_5_4",71,12.18,-0.51,-14.45001139,"INa"
"476","clozapine","170816_5_4",7100,12.18,27.51,17.45616033,"INa"
"477","clozapine","170816_5_4",71000,12.18,112.92,114.7119107,"INa"
"478","clozapine","170816_5_4",71000,12.18,99.3,99.20291505,"INa"
"479","clozapine","170816_5_4",71000,12.18,99.32,99.22568891,"INa"
"480","clozapine","170816_5_4",71,12.18,27.56,17.51309497,"INa"
"481","clozapine","170816_5_4",71000,12.18,99.95,99.94306536,"INa"
"482","clozapine","170816_5_4",710,12.18,1.12,-12.59394215,"INa"
"483","clozapine","170816_5_4",71,12.18,4.21,-9.075381462,"INa"
"484","clozapine","170816_5_4",71000,12.18,99.78,99.74948759,"INa"
"485","clozapine","170816_5_4",710,12.18,15.04,3.256661353,"INa"
"486","clozapine","170816_5_4",71,12.18,16.97,5.454338419,"INa"
"487","clozapine","170816_5_4",7100,12.18,35.57,26.63402414,"INa"
"488","clozapine","170816_5_4",71,12.18,16.68,5.124117513,"INa"
"489","clozapine","170816_5_4",710,12.18,19.6,8.449100433,"INa"
"490","clozapine","170816_5_4",7100,12.18,43.7,35.89159645,"INa"
"491","clozapine","170816_5_4",71,12.18,20.58,9.565019358,"INa"
"492","clozapine","170816_5_4",71000,12.18,101.54,101.7535869,"INa"
"493","clozapine","170816_5_4",710,12.18,-3.32,-17.6497381,"INa"
"494","clozapine","170816_5_4",71000,12.18,104.14,104.7141881,"INa"
"495","clozapine","170816_5_4",710,12.18,15.2,3.438852198,"INa"
"496","clozapine","170816_5_4",710,12.18,8.93,-3.700751537,"INa"
"497","clozapine","170816_5_4",71,12.18,7.86,-4.919152813,"INa"
"498","clozapine","170816_5_4",71000,12.18,116.51,118.7998178,"INa"
"499","clozapine","170816_5_4",7100,12.18,52.56,45.98041448,"INa"
"500","clozapine","170816_5_4",710,12.18,5.04,-8.130266454,"INa"
"501","clozapine","170816_5_4",71,12.18,12.18,0,"INa"
"502","clozapine","170816_5_4",7100,12.18,62.86,57.70895013,"INa"
"503","clozapine","170816_5_4",71,12.18,1.05,-12.67365065,"INa"
"504","clozapine","170816_5_4",710,12.18,13.22,1.184240492,"INa"
"505","clozapine","170816_5_4",7100,12.18,53.27,46.78888636,"INa"
"506","clozapine","170816_5_4",7100,12.18,37.66,29.01389205,"INa"
"507","clozapine","170816_5_4",710,12.18,32.14,22.7283079,"INa"
"508","clozapine","170816_5_4",71000,12.18,101.25,101.423366,"INa"
"509","clozapine","170816_5_4",71000,12.18,98.8,98.63356866,"INa"
"510","clozapine","170816_5_4",71000,12.18,99.92,99.90890458,"INa"
"511","clozapine","170816_5_4",7100,12.18,46.89,39.52402642,"INa"
"512","clozapine","170816_5_4",7100,12.18,67.4,62.87861535,"INa"
"513","clozapine","170816_5_4",710,12.18,16.22,4.600318834,"INa"
"514","clozapine","170816_5_4",7100,12.18,47.29,39.97950353,"INa"
"515","diltiazem","161121_n1",3000,12.72,10.82,-2.176901925,"INa"
"516","diltiazem","161121_n1",30000,12.72,56.71,50.40100825,"INa"
"517","diltiazem","161121_n1",1e+05,12.72,96.84,96.37946838,"INa"
"518","diltiazem","161121_n1",10000,12.72,20.44,8.845096242,"INa"
"519","diltiazem","161121_n1",3000,12.72,15.58,3.276810266,"INa"
"520","diltiazem","161121_n1",1e+05,12.72,97.28,96.88359303,"INa"
"521","diltiazem","161121_n1",30000,12.72,59.61,53.72364803,"INa"
"522","diltiazem","161121_n1",1e+05,12.72,93.83,92.93079743,"INa"
"523","diltiazem","161121_n1",10000,12.72,30.41,20.26810266,"INa"
"524","diltiazem","161121_n1",10000,12.72,14.36,1.879010082,"INa"
"525","diltiazem","161121_n1",3000,12.72,20.28,8.661778185,"INa"
"526","diltiazem","161121_n1",10000,12.72,25.9,15.10082493,"INa"
"527","diltiazem","161121_n1",10000,12.72,29.2,18.88175985,"INa"
"528","diltiazem","161121_n1",1e+05,12.72,99.42,99.33547204,"INa"
"529","diltiazem","161121_n1",3000,12.72,20.08,8.432630614,"INa"
"530","diltiazem","161121_n1",1e+05,12.72,97.11,96.6888176,"INa"
"531","diltiazem","161121_n1",3000,12.72,6.63,-6.977543538,"INa"
"532","diltiazem","161121_n1",1e+05,12.72,98.9,98.73968836,"INa"
"533","diltiazem","161121_n1",30000,12.72,55,48.44179652,"INa"
"534","diltiazem","161121_n1",10000,12.72,18.68,6.828597617,"INa"
"535","diltiazem","161121_n1",1e+05,12.72,97.5,97.13565536,"INa"
"536","diltiazem","161121_n1",30000,12.72,70.39,66.07470211,"INa"
"537","diltiazem","161121_n1",30000,12.72,55.77,49.32401467,"INa"
"538","diltiazem","161121_n1",10000,12.72,18.99,7.183776352,"INa"
"539","diltiazem","161121_n1",1e+05,12.72,92.01,90.84555454,"INa"
"540","diltiazem","161121_n1",10000,12.72,12.31,-0.469752521,"INa"
"541","diltiazem","161121_n1",3000,12.72,1.52,-12.83226398,"INa"
"542","diltiazem","161121_n1",10000,12.72,17.76,5.77451879,"INa"
"543","diltiazem","161121_n1",3000,12.72,14.17,1.66131989,"INa"
"544","diltiazem","161121_n1",30000,12.72,56.6,50.27497709,"INa"
"545","diltiazem","161121_n1",10000,12.72,27.62,17.07149404,"INa"
"546","diltiazem","161121_n1",30000,12.72,53.83,47.10128323,"INa"
"547","diltiazem","161121_n1",3000,12.72,5.88,-7.836846929,"INa"
"548","diltiazem","161121_n1",10000,12.72,10,-3.116406966,"INa"
"549","diltiazem","161121_n1",1e+05,12.72,96.07,95.49725023,"INa"
"550","diltiazem","161121_n1",30000,12.72,76.64,73.2355637,"INa"
"551","diltiazem","161121_n1",1e+05,12.72,98.25,97.99495875,"INa"
"552","diltiazem","161121_n1",1e+05,12.72,98.31,98.06370302,"INa"
"553","diltiazem","161121_n1",30000,12.72,58.56,52.52062328,"INa"
"554","diltiazem","161121_n1",30000,12.72,50.98,43.83593034,"INa"
"555","diltiazem","161121_n1",10000,12.72,26.41,15.68515124,"INa"
"556","diltiazem","161121_n1",30000,12.72,59.57,53.67781852,"INa"
"557","diltiazem","161121_n1",3000,12.72,12.3,-0.481209899,"INa"
"558","diltiazem","161121_n1",30000,12.72,62.2,56.69110907,"INa"
"559","diltiazem","161121_n1",10000,12.72,25.33,14.44775435,"INa"
"560","diltiazem","161121_n1",3000,12.72,22.69,11.42300642,"INa"
"561","diltiazem","161121_n1",3000,12.72,9.38,-3.826764436,"INa"
"562","diltiazem","161121_n1",10000,12.72,27.72,17.18606783,"INa"
"563","diltiazem","161121_n1",30000,12.72,48.57,41.07470211,"INa"
"564","diltiazem","161121_n1",3000,12.72,13.14,0.481209899,"INa"
"565","diltiazem","161121_n1",10000,12.72,27.48,16.91109074,"INa"
"566","diltiazem","161121_n1",10000,12.72,18.41,6.519248396,"INa"
"567","diltiazem","161121_n2",1e+05,11.705,95.79,95.23189309,"INa"
"568","diltiazem","161121_n2",10000,11.705,30.89,21.72829719,"INa"
"569","diltiazem","161121_n2",30000,11.705,86.16,84.32527323,"INa"
"570","diltiazem","161121_n2",1e+05,11.705,96.25,95.75287389,"INa"
"571","diltiazem","161121_n2",1e+05,11.705,96.57,96.11529532,"INa"
"572","diltiazem","161121_n2",1e+05,11.705,98.55,98.3577779,"INa"
"573","diltiazem","161121_n2",1e+05,11.705,97.78,97.48570134,"INa"
"574","diltiazem","161121_n2",30000,11.705,70.57,66.66855428,"INa"
"575","diltiazem","161121_n2",3000,11.705,15.15,3.901693188,"INa"
"576","diltiazem","161121_n2",1e+05,11.705,96.64,96.194575,"INa"
"577","diltiazem","161121_n2",3000,11.705,11.67,-0.039639844,"INa"
"578","diltiazem","161121_n2",3000,11.705,4.97,-7.627838496,"INa"
"579","diltiazem","161121_n2",30000,11.705,53.11,46.8939351,"INa"
"580","diltiazem","161121_n2",10000,11.705,23.67,13.55116371,"INa"
"581","diltiazem","161121_n2",1e+05,11.705,98.87,98.72019933,"INa"
"582","diltiazem","161121_n2",30000,11.705,52,45.63678577,"INa"
"583","diltiazem","161121_n2",1e+05,11.705,97.98,97.71221473,"INa"
"584","diltiazem","161121_n2",1e+05,11.705,87.55,85.89954131,"INa"
"585","diltiazem","161121_n2",10000,11.705,29.14,19.746305,"INa"
"586","diltiazem","161121_n2",3000,11.705,-5.67,-19.67835098,"INa"
"587","diltiazem","161121_n2",30000,11.705,61.69,56.61135965,"INa"
"588","diltiazem","161121_n2",10000,11.705,26.18,16.39390679,"INa"
"589","diltiazem","161121_n2",3000,11.705,14.69,3.380712385,"INa"
"590","diltiazem","161121_n2",3000,11.705,13.63,2.180191404,"INa"
"591","diltiazem","161121_n2",30000,11.705,72.39,68.72982615,"INa"
"592","diltiazem","161121_n2",10000,11.705,36.94,28.58032731,"INa"
"593","diltiazem","161121_n2",1e+05,11.705,93.01,92.08335693,"INa"
"594","diltiazem","161121_n2",1e+05,11.705,98.94,98.79947902,"INa"
"595","diltiazem","161121_n2",30000,11.705,59.3,53.90452461,"INa"
"596","diltiazem","161121_n2",10000,11.705,29.23,19.84823603,"INa"
"597","diltiazem","161121_n2",10000,11.705,43.18,35.64754516,"INa"
"598","diltiazem","161121_n2",3000,11.705,11.74,0.039639844,"INa"
"599","diltiazem","161121_n2",30000,11.705,85.35,83.40789399,"INa"
"600","diltiazem","161121_n2",1e+05,11.705,95.94,95.40177813,"INa"
"601","diltiazem","161121_n2",1e+05,11.705,97.55,97.22521094,"INa"
"602","diltiazem","161121_n2",3000,11.705,7.41,-4.864375106,"INa"
"603","diltiazem","161121_n2",30000,11.705,54.72,48.71736791,"INa"
"604","diltiazem","161121_n2",30000,11.705,61.45,56.33954358,"INa"
"605","diltiazem","161121_n2",10000,11.705,25.66,15.80497197,"INa"
"606","diltiazem","161121_n2",3000,11.705,16.16,5.04558582,"INa"
"607","diltiazem","161121_n2",3000,11.705,12.67,1.092927119,"INa"
"608","diltiazem","161121_n2",10000,11.705,48.08,41.19712328,"INa"
"609","diltiazem","161121_n2",30000,11.705,61.43,56.31689224,"INa"
"610","diltiazem","161121_n2",10000,11.705,34.92,26.29254205,"INa"
"611","diltiazem","161121_n2",10000,11.705,49.4,42.69211167,"INa"
"612","diltiazem","161121_n2",3000,11.705,5.21,-7.356022425,"INa"
"613","diltiazem","161121_n2",30000,11.705,50.85,44.33433377,"INa"
"614","diltiazem","161121_n2",3000,11.705,10.81,-1.013647432,"INa"
"615","diltiazem","161121_n2",3000,11.705,12.45,0.843762387,"INa"
"616","diltiazem","161121_n2",3000,11.705,-5.78,-19.80293335,"INa"
"617","diltiazem","161121_n2",10000,11.705,30.12,20.85622062,"INa"
"618","diltiazem","161121_n2",10000,11.705,34.94,26.31519339,"INa"
"619","diltiazem","161121_n2",1e+05,11.705,97.81,97.51967835,"INa"
"620","diltiazem","161121_n2",30000,11.705,76.41,73.28274534,"INa"
"621","diltiazem","161121_n2",10000,11.705,33.56,24.75225098,"INa"
"622","disopyramide","170816_5_3",5e+08,12.18,17.97,6.5930312,"INa"
"623","disopyramide","170816_5_3",5e+08,12.18,12.18,0,"INa"
"624","disopyramide","170816_5_3",1e+09,12.18,15.07,3.290822136,"INa"
"625","disopyramide","170816_5_3",5e+08,12.18,15.37,3.63242997,"INa"
"626","disopyramide","170816_5_3",1e+09,12.18,16.73,5.181052152,"INa"
"627","disopyramide","170816_5_3",5e+08,12.18,16.05,4.406741061,"INa"
"628","disopyramide","170816_5_3",2e+09,12.18,48.18,40.9929401,"INa"
"629","disopyramide","170816_5_3",1e+09,12.18,11.99,-0.216351628,"INa"
"630","disopyramide","170816_5_3",2e+09,12.18,56.88,50.8995673,"INa"
"631","disopyramide","170816_5_3",2e+09,12.18,66.86,62.26372125,"INa"
"632","disopyramide","170816_5_3",2e+09,12.18,60.91,55.4884992,"INa"
"633","disopyramide","170816_5_3",2e+09,12.18,51.16,44.38624459,"INa"
"634","disopyramide","170816_5_3",1.5e+09,12.18,40.98,32.79435208,"INa"
"635","disopyramide","170816_5_3",1.5e+09,12.18,55.57,49.40787975,"INa"
"636","disopyramide","170816_5_3",1.5e+09,12.18,50.92,44.11295832,"INa"
"637","disopyramide","170816_5_3",1.5e+09,12.18,49.73,42.75791391,"INa"
"638","disopyramide","170816_5_3",1.5e+09,12.18,32.39,23.0129811,"INa"
"639","disopyramide","170816_5_3",1.5e+09,12.18,36.05,27.18059668,"INa"
"640","disopyramide","170816_5_3",1.5e+09,12.18,31.93,22.48918242,"INa"
"641","disopyramide","170816_5_3",5e+08,12.18,5.17,-7.982236393,"INa"
"642","disopyramide","170816_5_3",1e+09,12.18,5.4,-7.720337053,"INa"
"643","disopyramide","170816_5_3",1e+09,12.18,3.66,-9.701662491,"INa"
"644","disopyramide","170816_5_3",5e+08,12.18,5.5,-7.606467775,"INa"
"645","disopyramide","170816_5_3",1e+09,12.18,-4.3,-18.76565703,"INa"
"646","disopyramide","170816_5_3",1.5e+09,12.18,45.22,37.62240947,"INa"
"647","disopyramide","170816_5_3",2e+09,12.18,42.49,34.51377818,"INa"
"648","disopyramide","170816_5_3",5e+08,12.18,12.18,0,"INa"
"649","disopyramide","170816_5_3",1e+09,12.18,8.06,-4.691414256,"INa"
"650","disopyramide","170816_5_3",1e+09,12.18,0.5,-13.29993168,"INa"
"651","disopyramide","170816_5_3",5e+08,12.18,10.9,-1.457526759,"INa"
"652","disopyramide","170816_5_3",1e+09,12.18,5.5,-7.606467775,"INa"
"653","disopyramide","170816_5_3",5e+08,12.18,1.71,-11.92211341,"INa"
"654","disopyramide","170816_5_3",1e+09,12.18,13.67,1.696652243,"INa"
"655","disopyramide","170816_5_3",2e+09,12.18,72.75,68.97062173,"INa"
"656","disopyramide","170816_5_3",2e+09,12.18,44.54,36.84809838,"INa"
"657","disopyramide","170816_5_3",2e+09,12.18,52.84,46.29924846,"INa"
"658","disopyramide","170816_5_3",2e+09,12.18,63.16,58.05055796,"INa"
"659","disopyramide","170816_5_3",5e+08,12.18,7.55,-5.272147575,"INa"
"660","disopyramide","170816_5_3",1e+09,12.18,14.85,3.040309724,"INa"
"661","disopyramide","170816_5_3",5e+08,12.18,16.86,5.329082214,"INa"
"662","dofetilide","161121_n1",3,2.935,0.75,-2.251068871,"INa"
"663","dofetilide","161121_n1",10,2.935,3.16,0.231803431,"INa"
"664","dofetilide","161121_n1",1,2.935,2.54,-0.406943801,"INa"
"665","dofetilide","161121_n1",3,2.935,-5.84,-9.040333797,"INa"
"666","dofetilide","161121_n1",10,2.935,-0.91,-3.961263071,"INa"
"667","dofetilide","161121_n1",3,2.935,-3.36,-6.485344872,"INa"
"668","dofetilide","161121_n1",1,2.935,6.6,3.775820327,"INa"
"669","dofetilide","161121_n1",10,2.935,-13.97,-17.41616443,"INa"
"670","dofetilide","161121_n1",3,2.935,-17.44,-20.99108845,"INa"
"671","dofetilide","161121_n1",3,2.935,-9.79,-13.1097718,"INa"
"672","dofetilide","161121_n1",3,2.935,0.33,-2.683768609,"INa"
"673","dofetilide","161121_n1",3,2.935,-4.25,-7.40225622,"INa"
"674","dofetilide","161121_n1",3,2.935,-0.1,-3.126770721,"INa"
