ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
17920,0.6732,1.238e+09,1.425,853000,1.608,2428,1.34,114.8,1.329,6.238e+09,1.303,171,1.108
999.4,1.975,5479000,1.449,48780,1.925,5066000,1.733,103.2,1.001,3.662e+09,0.8678,72.61,1.257
1110,1.395,43820,0.8614,897500000,0.8221,2.151e+09,1.465,78.95,1.144,3.868e+09,1.331,138.3,1.289
339400,1.249,1007,1.255,9.311e+09,1.014,45440,1.398,79.32,1.079,642800000,0.514,111.6,0.9815
12770000,1.429,7.165e+09,0.8157,152700,1.122,2668,1.553,106.5,1.245,6.818e+09,0.5419,194.9,0.7088
58490,1.412,3340000,1.335,1.683e+09,1.293,2028000,0.9428,97.98,1.124,23570000,1.643,94.87,0.7733
22710000,1.596,1.281e+09,0.9154,1782,0.8854,1340000,1.402,111.1,1.293,133300000,1.891,234.2,1.128
2261000,1.694,744300000,1.445,18510,1.217,6.287e+09,1.551,84.52,1.437,3392,1.294,348.3,0.6995
4184000,1.201,54970000,1.805,1963000,1.606,400600,1.529,111.6,1.208,7742,1.103,321.4,0.5603
6281000,1.28,15110000,1.782,9.232e+09,0.9196,1005000,1.095,99.72,1.218,81420,0.5773,216.5,0.5627
6.681e+09,0.5226,10790,1.349,3674000,0.7884,307300000,0.5757,103.8,1.19,2.882e+09,0.6443,164.9,1.535
7.756e+09,0.5255,16310000,1.223,217700,1.949,1.211e+09,1.802,146.8,1.321,2.18e+09,1.174,194.9,1.163
5.445e+09,0.5146,668500000,1.612,29400,1.137,9367000,0.9468,141.2,0.8372,2551000,0.983,210.6,1.075
1230000,1.517,2.94e+08,1.067,9767000,1.621,427500000,0.9969,108.3,1.124,15610000,0.7854,130,0.7391
2131,1.888,3398000,0.5816,44460,1.297,2.133e+09,0.8994,86.3,1.188,6119,1.686,181.6,0.9973
63150,0.5798,99810000,0.7065,5694,1.185,19220,1.909,113.7,1.164,7542,1.595,161.5,0.7938
11630,0.5189,33970,1.46,1882,1.287,28560000,1.566,99.68,1.242,35960,1.411,190.2,1.144
714800000,1.394,27400,1.684,325800,0.7262,96090000,1.061,134.1,1.302,1.112e+09,0.8995,104.5,1.057
1714,1.169,147500,0.592,238700000,1.02,599100,0.7563,94.74,1.005,10650000,0.5166,103.3,0.9274
2829,1.314,230000,1.584,578100000,1.68,262100000,0.6371,95.27,1.19,205300000,1.417,133.7,0.883
57540,1.147,16190000,1.25,932200000,1.514,34820,1.306,104.3,1.251,43490000,1.709,140.3,1.265
1176,1.425,257700000,1.407,390000,1.097,3446000,0.6031,86.23,1.07,15730,0.8065,169.4,0.7704
54280,1.671,44800000,0.665,3158000,1.434,14180000,1.163,106.1,1.04,4150,1.683,257.2,0.7868
