hERG_IC50,hERG_h,hERG_Bmax
79.75,1.182,99
69.93,1.058,99
70.95,1.052,99
66.17,1.122,99
78.65,1.064,99
78.47,1.186,99
81.41,1.011,99
83.63,1.068,99
70.21,0.9763,99
82.2,1.044,99
61.85,1.073,99
81.28,0.9707,99
71,1.013,99
88.6,1.21,99
78.97,1.043,99
80.5,1.069,99
76.07,0.9768,99
78.22,0.9597,99
75.63,1.072,99
77.87,0.9712,99
72.61,1.056,99
80.3,1.101,99
74.04,1.041,99
79.63,1.049,99
76.09,0.9471,99
72.71,1.051,99
74.37,1.123,99
80.62,0.9991,99
82.16,0.9821,99
65.11,0.928,99
76.95,1.181,99
79.83,1.171,99
80.97,0.9762,99
71.61,1.125,99
75.66,1.05,99
74.4,1.014,99
71.38,1.053,99
63.29,1.195,94.6
76.22,1.109,99
75.39,1.042,99
69.66,1.173,99
70.43,0.9934,99
76.79,1.05,99
75.23,1.104,99
72.92,1.045,99
75.21,1.196,99
76.84,1.025,99
68.89,1.242,99
69.17,1.217,99
81.61,1.006,99
77.53,1.213,99
69.34,0.9903,99
67.49,1.048,99
78.88,1.037,99
67.1,0.95,99
71.65,1.03,99
76.27,1.063,99
79.64,1.143,99
67.38,1.022,99
71.2,0.9785,99
70.99,0.926,99
86.5,1.116,99
75.74,0.983,99
72.04,1.072,99
76.74,1.022,99
68.89,0.9559,99
77.88,1.183,99
67.15,1.079,99
74.61,1.057,99
68.8,1.071,99
73.82,1.181,99
67.01,1.047,99
68.45,1.14,99
58.94,1.157,92.14
80.9,1.011,99
72.39,1.049,99
79.84,1.1,99
79.13,1.094,99
74.54,1.059,99
75.42,1.086,99
68.85,0.9887,99
83.2,1.002,99
83.33,1.008,99
82.52,1.061,99
77.68,1.058,99
79.09,0.9964,99
75.81,1.099,99
79.61,0.975,99
66.94,0.9723,99
70.11,0.9707,99
74.36,1.111,99
70.03,1.006,99
90.69,1.082,99
71.14,1.038,99
69.31,0.9633,99
75.61,0.9803,99
73.36,1.146,99
70.4,0.9778,99
85.33,1.028,99
81.74,1.129,99
76.86,1.188,99
78.39,1.079,99
63.88,1.136,99
67.18,0.9433,99
72.88,1.062,99
65.77,1.059,99
66.29,0.9674,99
68.29,1.058,99
78.09,1.121,99
71.25,1.099,99
67.37,0.9586,99
79.54,1.099,99
82.21,1.176,99
68.76,1.05,99
85.96,1.05,99
82.96,1.009,99
88.64,1.116,99
64.54,0.9644,99
75.25,1.133,99
82.06,1.049,99
83.34,1.165,99
81.31,0.9945,99
76.91,1.061,99
72.5,0.9302,99
75.81,1.089,99
70.27,0.9572,99
69.64,1.041,99
76.02,1.078,99
81.86,1.172,99
66.43,1.111,99
81.76,1.087,99
79.72,1.13,99
77.92,1.003,99
72.46,1.153,99
71.13,0.9096,99
79.28,1.073,99
70.08,1.13,99
85.58,1.324,99
73.15,1.03,99
90.55,1.075,99
89.6,1.099,99
77.06,1.04,99
74.08,0.9664,99
60.89,0.9783,99
63.03,1.049,99
73.8,1.025,99
73.42,1.082,99
70.46,0.9892,99
74.04,0.9127,99
76.7,1.134,99
76.44,1.202,99
77.34,1.053,99
62.33,1.16,99
77.18,1.123,99
77.43,1.113,99
65.02,1.061,99
82.54,1.087,99
78.07,1.012,99
74.36,1.126,99
71.76,1.037,99
74.86,1.08,99
75.9,1.046,99
76.54,1.169,99
78.28,0.9962,99
69.09,1.071,99
67.42,0.9537,99
82.93,1.309,99
84.43,1.066,99
69.05,1.048,99
69.08,1.148,99
68.91,0.9989,99
79.73,1.066,99
80.38,1.031,99
79.89,1.014,99
68.06,1.012,99
70.56,1.031,99
84.02,1.07,99
83.78,1.202,99
72.88,1.079,99
81.08,1.229,99
77.38,1.093,99
77.09,1.057,99
85.85,1.024,99
64.95,0.9818,99
76.5,0.8996,99
64.19,1.001,99
71.6,0.9751,99
62.12,1.306,91.08
74.29,1.058,99
82.36,1.103,99
84.31,1.064,99
66.55,1.085,99
80.73,0.9805,99
78.41,1.148,99
76.97,1.147,99
74.51,1.143,99
74.08,1.047,99
78.59,1.248,99
83.79,1.135,99
74.62,1.086,99
68.23,0.874,99
76.39,1.103,99
76.18,1.049,99
80.71,1.025,99
93.39,1.204,99
77.76,1.085,99
74.12,0.9934,99
79.66,1.088,99
71.84,0.9982,99
73.9,1.027,99
67.98,1.062,99
67.26,0.8801,99
82.03,1.095,99
67.62,1.065,99
71.07,1.144,99
66.02,0.9307,99
73.9,1.037,99
72.08,1.089,99
69.06,0.9462,99
77.74,1.095,99
78.77,1.032,99
77.97,1.098,99
72.55,0.9775,99
76.87,0.9823,99
73.55,1.057,99
77.87,1.015,99
65.82,1.003,99
74.83,0.9841,99
80.43,0.9705,99
64.74,1.02,99
78.97,1.102,99
67.37,0.9434,99
71.26,1.128,99
67.33,0.9496,99
68.49,0.945,99
72.08,1.024,99
73.55,0.9809,99
68.68,1.02,99
80.92,1.061,99
69.46,1.033,99
78.13,1.164,99
74.12,1.034,99
68.99,1.127,95.94
66.24,1.103,99
63.99,0.8576,99
78.04,1.136,99
77.61,1.172,99
71.46,1.087,99
52.75,1.008,89.98
80.83,1.014,99
73.84,1.013,99
71.84,1.025,99
78.71,1.071,99
67.19,1.041,99
63.86,0.9237,99
76.48,1.108,99
83.59,1.122,99
78.06,1.022,99
83.19,1.104,99
71.15,1.059,99
79.44,0.963,99
70.7,1.087,99
77.5,0.9928,99
78.4,0.9909,99
75.86,1.112,99
73.56,1.016,99
77.41,1.08,99
74.91,1.102,99
80.16,1.11,99
82.07,1.103,99
75.74,1.045,99
88.13,1.12,99
82.33,1.103,99
79.85,1.025,99
78.74,1.074,99
77.63,0.9826,99
71.28,1.171,99
80,1.056,99
70.69,1.07,99
74.2,0.9641,99
75.72,0.9997,99
72.64,1.132,99
68.83,0.9729,99
74.82,1.083,99
85.43,1.1,99
74.31,1.059,99
69.73,0.9638,99
76.09,1.041,99
61.89,0.9455,99
80.65,1.023,99
66.38,1.041,99
73.24,1.088,99
61.06,1.054,99
69.66,0.9996,99
67.35,1.09,98.96
73.52,1.113,99
77.93,1.063,99
75.64,0.9742,99
79.26,1.07,99
72.4,0.9886,99
72.73,1.012,99
79.98,1.124,99
78.52,1.014,99
78.71,1.024,99
86.53,1.201,99
74.18,0.9936,99
75.72,1.158,99
72.25,0.9796,99
85.98,1.046,99
74.3,1.081,99
68.24,1.014,99
81.67,1.107,99
81.83,1.036,99
67.59,0.9908,99
72.16,1.146,99
77.32,1.067,99
73.11,0.9642,99
82.18,1.269,99
79.65,1.065,99
68.29,1.097,99
66.63,0.9218,99
69.76,1.073,99
79.31,1.052,99
67.76,0.9685,99
65.22,1.004,99
93.21,1.187,99
70.08,1.015,99
84.5,1.058,99
80.84,1.028,99
