ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
309800,0.6961,3794,0.5986,746.7,0.8361,1.486,1.632
100400,0.8662,4187,0.9448,822.3,0.9521,0.7327,1.21
51340,1.384,9295,1.707,865.7,0.9663,1.348,1.46
18780,1.843,9479,1.47,915,0.9713,0.9776,1.333
138900,0.732,7257,1.104,994.7,1.264,0.8373,1.578
54030,1.066,8953,1.975,913.6,1.18,1.33,1.698
16820,0.6854,9659,0.622,835.9,1.078,1.837,1.694
30260,0.9352,10620,0.5774,936.6,0.8533,1.23,1.661
23170,1.617,6968,1.016,790,0.9285,0.2926,1.387
55910,0.6551,10310,1.471,905.8,1.094,2.215e-06,0.8209
40700,0.7558,2601,0.9788,1015,0.9977,0.0006786,1.92
55520,0.6458,2078,1.387,851.9,0.954,0.0007718,0.8596
44480,0.8021,4685,0.6968,749.1,0.9257,0.004699,1.888
27620,1.128,7581,0.7337,813.3,0.84,1.855e-09,0.7756
28230,1.818,5653,0.8118,790.1,0.9168,9.785e-10,1.105
24980,0.8463,5532,0.6932,778.8,1.094,2.186e-08,0.5823
46640,0.6941,12980,0.556,757.4,0.9462,1.315e-08,0.7266
27100,1.371,9517,0.809,1169,1.008,4.266e-09,0.7461
19430,1.013,8810,0.7112,1075,1.176,1.683e-07,1.734
12750,1.333,6497,1.073,863,1.072,0.06302,0.6091
21110,0.799,7241,1.784,1002,1.014,0.02339,0.7664
21500,0.7973,9561,1.951,935.8,1.102,0.05962,0.885
30810,0.7677,4687,1.495,704.3,1.122,0.01075,0.5907
39820,1.105,6891,0.8262,813.3,1.161,0.01075,0.5907
63040,1.335,7615,0.5478,812.8,0.9506,0.1865,0.8983
46940,0.75,5427,0.8382,993.8,1.078,0.4816,0.9681
30610,0.821,5844,0.7034,823.3,0.931,0.1097,0.9974
25200,0.9855,2814,0.9152,924.6,1.031,0.4617,1.361
30170,1.269,7360,0.8055,812.5,0.8015,0.9972,1.83
17340,1.768,4106,0.7727,936.7,0.9834,0.03208,0.8951
19050,1.852,8623,0.7973,713.3,0.9449,0.5762,1.526
16910,1.92,14060,0.81,788.3,1.097,0.0004286,0.5813
16200,1.732,13070,0.9663,819.7,0.9939,0.7231,1.375
80380,0.6532,8875,1.45,774,1.009,1.149,1.377
18760,1.411,6867,1.058,696.1,1.124,3.364e-09,1.016
20080,1.48,7513,1.63,738.1,1.416,0.005194,1.655
14600,1.336,7631,0.7632,1003,1.227,0.05799,0.9581
32560,1.272,5294,0.9053,827.2,1.187,0.2712,0.8817
61030,1.073,4719,1.232,874.8,0.9454,0.2993,0.9269
152000,0.5388,4446,0.9762,745.7,0.9634,0.2915,0.9151
64200,0.771,3952,0.8831,892.6,0.9361,0.2258,0.8667
33990,0.6574,4716,1.207,803.9,0.8781,0.0001199,0.5407
87140,1.304,12020,1.543,783,1.059,0.0001262,1.295
146900,0.5929,6449,0.7843,793.5,0.975,3.999e-05,1.264
74440,0.6559,6531,0.5764,720.6,0.9236,9.021e-09,1.852
38760,0.887,6969,1.263,524.9,0.801,0.6938,1.812
107300,0.6556,8558,0.7358,720.1,1.1,0.000191,1.532
30210,1.331,6115,0.9752,677.2,0.8114,8.443e-07,0.9195
77700,1.982,8658,0.9541,865.2,0.8886,0.006135,1.605
64820,1.009,7036,0.9278,744.3,0.8943,8.506e-05,1.32
25260,0.9967,5734,0.7592,899.2,0.8801,1.402e-05,1.156
17200,1.767,5470,0.8692,769,1.057,0.145,1.03
21990,1.827,3234,1.461,803,1.101,0.02324,0.7307
21170,1.872,4110,1.106,1008,0.9496,0.09469,0.679
35190,1.391,5039,0.7621,974.1,0.8758,0.1323,0.7304
70690,0.6513,9193,1.192,946.1,1.076,0.07683,0.9761
27050,1.023,3914,1.028,928.7,0.8898,0.01984,1.476
20720,1.923,2506,1.102,871.6,1.059,1.458,1.416
40260,0.7702,6902,0.7825,801.2,0.9146,1.115,1.41
15850,1.261,6604,0.8919,1000,0.8547,0.1629,0.9792
19230,1.644,5385,1.235,766.1,0.9624,2.293e-06,1.142
19250,1.71,4272,0.8202,766.3,0.9588,6.996e-08,1.301
17820,1.784,4687,0.6005,885.1,1.002,0.0257,0.7381
19530,1.642,14120,0.6191,814.8,0.7369,1.672e-06,1.02
16000,1.877,8151,0.8351,832.1,0.8545,9.615e-07,1.746
23340,1.327,11240,0.7304,757.8,1.014,7.583e-08,1.256
40590,0.9426,2193,0.5397,894.2,1.134,3.794e-09,1.03
61690,0.7087,3777,0.9515,703.3,1.129,1.814e-07,1.539
32790,0.8446,4762,1.151,777.4,0.9083,4.773e-07,0.684
40720,0.8024,6738,0.7599,931.8,1.04,0.08344,0.6579
219000,0.5443,6944,0.7285,964.2,0.8321,0.05864,0.5638
105900,0.7655,5591,0.7774,855.7,0.873,0.04611,0.7201
210600,0.7158,4086,0.9243,761.2,0.9205,0.06214,0.6477
133800,1.938,3864,0.8928,823.3,0.9856,0.09083,0.7462
45320,1.922,2892,0.5122,823,0.9836,0.2432,1.068
13780,1.672,9889,0.8402,630.6,0.9059,0.1681,0.736
125800,0.8689,9061,0.7703,886.9,0.8854,1.254,1.896
22100,1.852,6270,0.9052,706.8,0.9892,1.254,1.896
19430,1.206,4888,0.9384,846.4,1.178,0.6577,1.648
59130,0.6451,5786,1.336,795,1.185,1.534,1.584
103500,0.9518,11900,0.5603,886,1.004,1.287,1.611
26970,1.066,3806,0.9161,870.9,0.9606,1.498,1.83
47080,1.371,5973,0.8441,810.6,0.9478,1.498,1.83
25730,0.9801,6348,0.518,762,0.9151,2.032,1.953
241100,0.9737,7180,0.7443,709.7,0.9708,2.032,1.953
1074000,0.5302,6534,0.764,754.8,0.9483,2.032,1.953
597000,0.6255,6897,0.834,841.4,0.9183,1.94,1.907
80240,1.249,15070,1.139,879.5,0.9451,1.94,1.907
28410,1.263,21560,1.191,990.4,0.9737,1.94,1.907
50760,0.5894,21270,0.8321,956.6,0.8761,1.94,1.907
93590,0.5033,4963,0.849,863,0.906,0.7292,1.473
45480,0.9535,5012,0.6323,764.5,0.9009,2.304,1.961
19630,1.327,14300,0.5327,700,0.9131,2.304,1.961
32060,1.513,8263,0.5128,771.4,0.8741,2.304,1.961
26460,1.718,4404,1.061,764.2,0.9033,2.304,1.961
28030,1.559,4014,0.7199,886.4,1.008,0.5939,1.139
42440,1.293,5720,0.6893,875.1,0.7963,0.8901,1.361
40930,1.262,7859,0.6793,589.3,1.06,0.4474,1.1
23400,1.067,7860,1.16,692.5,0.975,0.7687,1.304
13980,1.397,14120,0.7908,790.1,1.314,0.7431,1.237
24810,0.8995,7245,0.6002,681.8,0.9627,0.7696,1.31
19320,1.475,9569,0.5873,846,1.002,0.7696,1.31
101700,0.7229,11340,0.8439,873.7,0.9473,0.7385,1.305
124600,0.6257,8056,0.5469,849.5,1.169,0.4897,1.286
108200,0.6216,8402,1.231,673.7,0.926,5.231e-07,1.24
35300,0.7872,9383,0.8615,828.2,0.9619,4.418e-05,0.9743
24990,1.078,10490,1.109,760,0.9008,0.4915,0.9827
12240,1.56,4819,0.9243,881.1,1.109,0.232,0.8705
29390,1.116,4966,0.8107,910.4,1.048,0.7788,1.317
18120,1.694,6203,1.12,814.3,1.082,0.4879,1.224
32210,1.556,9875,0.6949,820.4,0.8418,0.803,1.352
17520,1.765,5392,0.724,761.2,0.8027,1.917,1.725
21560,1.89,6652,0.7275,724.5,1.056,1.917,1.725
145400,1.008,7449,0.8144,944.7,0.8931,1.917,1.725
18000,1.866,6225,0.8523,809.7,1.242,1.783,1.899
14390,1.974,5979,0.9618,945.2,1.04,1.783,1.899
22810,1.393,7751,0.8921,744.7,1.152,0.515,1.198
21010,0.837,6754,0.7682,759.8,0.9345,0.4672,1.132
31500,0.8098,8180,0.8578,706.4,0.7991,0.3235,1.08
